model_key,model_label,category,generation,genome_id,fitness,train_avg_det_score,train_variance,train_det_pass_rate,train_gt_exact_rate,validation_avg_det_score,validation_variance,validation_det_pass_rate,validation_gt_exact_rate,prompt_tokens,llm_latency_sec,peak_vram_gb,block_01,block_02,block_03,block_06,failure_summary
llama31_8b,Llama-3.1-8B-Instruct,8,1,v15-5122c1dd-2920-6a23-3df3-587f717c214e,90.8868,90.8868,0.0,100.0,0.0,91.5201,0.451628,100.0,0.0,70268,25.3898,19.2165,01_preamble.txt,02_generator_prompt.txt,03_postprocessor.txt,06_det_helper.txt,"{""gt_mismatch"": 4, ""semantic"": 4, ""extraneous"": 1, ""enum_grounding"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,8,1,v13mix-073000c8-211a-c5df-101c-541366838a34,91.0577,91.0577,0.0,100.0,0.0,74.8682,789.061498,75.0,0.0,115694,37.1982,22.1704,generated/v13_gene_pool_e35ef6292a/01_v13_caution_schema_strict.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,06_det_helper.txt,"{""gt_mismatch"": 4, ""semantic"": 4, ""extraneous"": 2, ""arg_type"": 1, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1, ""no_parseable_member_access"": 1, ""precondition"": 1, ""service_match"": 1, ""enum_grounding"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,8,1,v13compact-4b120714-8ada-b41d-d731-cdc9ae08caf2,91.0577,91.0577,0.0,100.0,0.0,91.9385,1.166096,100.0,0.0,202464,78.1265,27.5357,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_compact.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_compact.txt,"{""gt_mismatch"": 4, ""semantic"": 4, ""enum_grounding"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,8,1,gene-62bc6d4d-6d15-7dbc-d9c4-1f228f2091f3,91.0577,91.0577,0.0,100.0,0.0,91.3492,1.981404,100.0,0.0,126206,44.2054,22.7827,generated/v13_gene_pool_e35ef6292a/01_v13_caution_schema_strict.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_compact.txt,"{""gt_mismatch"": 4, ""semantic"": 4, ""extraneous"": 1, ""enum_grounding"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,8,1,gene-2bc3879c-41cf-b9b2-030c-49bfa4a6f7f2,90.8868,90.8868,0.0,100.0,0.0,45.2196,2045.079304,50.0,0.0,88932,40.6149,20.3054,01_preamble.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_full.txt,"{""gt_mismatch"": 2, ""semantic"": 2, ""invalid_json"": 2, ""service_match"": 1, ""unknown_service:doorcontrol_door"": 1, ""extraneous"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,8,1,gene-a887f587-f576-ca8b-e405-df8b83f8203a,91.0577,91.0577,0.0,100.0,0.0,91.5696,1.398252,100.0,0.0,214692,93.0801,28.2448,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_full.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,generated/v13_gene_pool_e35ef6292a/06_det_strict_helper.txt,"{""gt_mismatch"": 4, ""semantic"": 4, ""extraneous"": 2, ""enum_grounding"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,8,1,gene-bad91e70-b72c-c95f-cc43-90a2db0f141e,90.8868,90.8868,0.0,100.0,0.0,81.3103,330.243038,75.0,0.0,76392,30.0885,19.5736,01_preamble.txt,02_generator_prompt.txt,03_postprocessor.txt,06_det_helper.txt,"{""gt_mismatch"": 4, ""semantic"": 4, ""extraneous"": 2, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1, ""enum_grounding"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,8,1,gene-15b06ef2-df1b-28ed-4736-1b31eb0fc8f4,91.0577,91.0577,0.0,100.0,0.0,39.0684,820.310276,25.0,0.0,188556,73.1506,26.7218,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_compact.txt,03_postprocessor.txt,06_det_helper.txt,"{""gt_mismatch"": 4, ""semantic"": 4, ""service_match"": 4, ""arg_type"": 3, ""extraneous"": 3, ""gt_receiver_coverage"": 3, ""gt_service_coverage"": 3, ""no_parseable_member_access"": 3, ""precondition"": 3, ""unknown_service:valve_state"": 1, ""enum_grounding"": 1, ""numeric_grounding"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,8,1,gene-6993e0bd-e997-7fdb-13ad-2629b4ec2c40,90.8868,90.8868,0.0,100.0,0.0,85.858,89.518787,75.0,0.0,167970,72.5594,25.2184,01_preamble.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_full.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_compact.txt,"{""gt_mismatch"": 4, ""semantic"": 4, ""extraneous"": 2, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1, ""enum_grounding"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,8,1,gene-a8e6eed5-83e4-bd55-bdf4-6a0c89a97012,91.0577,91.0577,0.0,100.0,0.0,92.0326,0.410065,100.0,0.0,136890,51.8895,23.4096,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,02_generator_prompt.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,generated/v13_gene_pool_e35ef6292a/06_det_strict_helper.txt,"{""gt_mismatch"": 4, ""semantic"": 3, ""extraneous"": 1, ""enum_grounding"": 1}"
