model_key,model_label,category,generation,genome_id,fitness,train_avg_det_score,train_variance,train_det_pass_rate,train_gt_exact_rate,validation_avg_det_score,validation_variance,validation_det_pass_rate,validation_gt_exact_rate,prompt_tokens,llm_latency_sec,peak_vram_gb,block_01,block_02,block_03,block_06,failure_summary,rank_scope
llama31_8b,Llama-3.1-8B-Instruct,5,1,gene-0ff566e4-b7cd-a666-0fa9-8505c3e4f2cc,93.75,93.75,0.0,100.0,0.0,67.3036,705.260392,50.0,0.0,243206,102.9331,30.5553,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_compact.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_full.txt,"{""gt_mismatch"": 4, ""numeric_grounding"": 3, ""enum_grounding"": 2, ""extraneous"": 2, ""gt_receiver_coverage"": 2, ""gt_service_coverage"": 2, ""semantic"": 2}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,5,2,mut-f091f1e6-6fbb-efc0-e13d-05b3ebe04188,100.0,100.0,0.0,100.0,100.0,89.6394,135.244467,75.0,25.0,136072,44.3653,23.7488,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,06_det_helper.txt,"{""gt_mismatch"": 3, ""numeric_grounding"": 3, ""enum_grounding"": 1, ""semantic"": 1}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,5,3,clone-9d56b694-c1f1-0482-71e9-f869484dc1ad,100.0,100.0,0.0,100.0,100.0,89.6394,135.244467,75.0,25.0,136072,44.3558,23.7488,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,06_det_helper.txt,"{""gt_mismatch"": 3, ""numeric_grounding"": 3, ""enum_grounding"": 1, ""semantic"": 1}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,5,4,mut-b6aaf82d-3f09-3fb6-bf7c-07a7add31469,100.0,100.0,0.0,100.0,100.0,89.6517,135.361544,75.0,25.0,136064,44.7093,23.7487,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,06_det_helper.txt,"{""gt_mismatch"": 3, ""numeric_grounding"": 3, ""enum_grounding"": 1, ""semantic"": 1}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,5,5,mut-b6aaf82d-3f09-3fb6-bf7c-07a7add31469,100.0,100.0,0.0,100.0,100.0,89.6517,135.361544,75.0,25.0,136064,44.7134,23.7487,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,06_det_helper.txt,"{""gt_mismatch"": 3, ""numeric_grounding"": 3, ""enum_grounding"": 1, ""semantic"": 1}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,5,6,clone-057e7f97-8a41-97df-709f-0f88617f0e84,100.0,100.0,0.0,100.0,100.0,89.6517,135.361544,75.0,25.0,136064,44.7001,23.7487,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,06_det_helper.txt,"{""gt_mismatch"": 3, ""numeric_grounding"": 3, ""enum_grounding"": 1, ""semantic"": 1}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,5,7,clone-057e7f97-8a41-97df-709f-0f88617f0e84,100.0,100.0,0.0,100.0,100.0,89.6517,135.361544,75.0,25.0,136064,44.6682,23.7487,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,06_det_helper.txt,"{""gt_mismatch"": 3, ""numeric_grounding"": 3, ""enum_grounding"": 1, ""semantic"": 1}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,5,8,mut-beb6da30-cb47-2f82-9440-fc3b4bdf88d7,100.0,100.0,0.0,100.0,100.0,94.9117,9.08286,100.0,25.0,136132,43.6916,23.7495,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,06_det_helper.txt,"{""gt_mismatch"": 3, ""numeric_grounding"": 2, ""enum_grounding"": 1, ""semantic"": 1}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,5,9,mut-37c1aeab-4934-2179-344d-f240a24c1b08,100.0,100.0,0.0,100.0,100.0,96.663,11.569881,100.0,50.0,136152,44.2227,23.7497,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,06_det_helper.txt,"{""gt_mismatch"": 2, ""numeric_grounding"": 2, ""semantic"": 1}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,5,10,cross-10e18cb8-2135-1075-ef11-3e436eb6078e,100.0,100.0,0.0,100.0,100.0,96.663,11.569881,100.0,50.0,136152,44.18,23.7497,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,06_det_helper.txt,"{""gt_mismatch"": 2, ""numeric_grounding"": 2, ""semantic"": 1}",generation_best
