model_key,model_label,failure_reason,count
gpt41_mini,GPT-4.1-mini,dataflow,29
gpt41_mini,GPT-4.1-mini,gt_mismatch,29
gpt41_mini,GPT-4.1-mini,extraneous,18
gpt41_mini,GPT-4.1-mini,gt_receiver_coverage,16
gpt41_mini,GPT-4.1-mini,gt_service_coverage,16
gpt41_mini,GPT-4.1-mini,service_match,6
gpt41_mini,GPT-4.1-mini,numeric_grounding,4
gpt41_mini,GPT-4.1-mini,precondition,4
gpt41_mini,GPT-4.1-mini,semantic,4
gpt41_mini,GPT-4.1-mini,unknown_service:temperaturemeasurement_temperature,4
gpt41_mini,GPT-4.1-mini,arg_type,2
gpt41_mini,GPT-4.1-mini,enum_grounding,2
gpt41_mini,GPT-4.1-mini,unknown_service:blind_blind,1
gpt41_mini,GPT-4.1-mini,unknown_service:blind_open,1
gpt41_mini,GPT-4.1-mini,unknown_service:mediaplayback_speak,1
