row_no,category,row_category,command_eng,command_kor,gt,gt_name,gt_cron,gt_period,gt_code,warmup_excluded,gpt41_mini__det_score,gpt41_mini__det_pass,gpt41_mini__det_profile,gpt41_mini__det_gt_exact,gpt41_mini__det_gt_similarity,gpt41_mini__det_gt_service_coverage,gpt41_mini__det_gt_service_precision,gpt41_mini__det_gt_receiver_coverage,gpt41_mini__det_dataflow_score,gpt41_mini__det_numeric_grounding,gpt41_mini__det_enum_grounding,gpt41_mini__failure_reasons,gpt41_mini__output,gpt41_mini__output_name,gpt41_mini__output_cron,gpt41_mini__output_period,gpt41_mini__output_code,gpt41_mini__prompt_chars,gpt41_mini__prompt_tokens,gpt41_mini__completion_tokens,gpt41_mini__total_tokens,gpt41_mini__llm_latency_sec,gpt41_mini__total_pipeline_sec,gpt41_mini__tokens_per_sec,gpt41_mini__peak_vram_gb,gpt41_mini__generation_error_type,gpt41_mini__oom_flag,gpt41_mini__worker_python,gpt41_mini__resolved_model_path,gpt41_mini__service_list_snippet_source,gpt41_mini__service_list_device_count,gpt41_mini__service_list_retrieval_status,gpt41_mini__service_list_retrieval_mode,gpt41_mini__service_list_retrieval_topk,gpt41_mini__service_list_retrieval_categories,gpt41_mini__prompt_render_mode,gpt41_mini__prompt_assets_dir,gpt41_mini__warmup_excluded,gpt41_mini__row_category
61,3,3,"If the audio recorder is recording, stop recording and save as test.mp3; otherwise, start recording.",녹음기가 녹음중이면 녹음을 중지하고 test.mp3로 저장해줘. 녹음중이 아니면 녹음을 시작해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#AudioRecorder).recorderstatus == \""recording\"") {\n\n    (#AudioRecorder).audiorecorder_recordstop(\""test.mp3\"")\n\n} else {\n\n    (#AudioRecorder).audiorecorder_recordstart()\n\n}""}",,,0,"
if ((#AudioRecorder).recorderstatus == ""recording"") {

    (#AudioRecorder).audiorecorder_recordstop(""test.mp3"")

} else {

    (#AudioRecorder).audiorecorder_recordstart()

}",False,97.6651,True,strict,False,0.983019,1.0,0.666667,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","{""name"":""AudioRecorderControlBasedOnStatus"",""cron"":"""",""period"":0,""code"":""if ((#AudioRecorder).audiorecorder_recordstatus == \""recording\"") {\n  (#AudioRecorder).audiorecorder_recordstop(\""test.mp3\"")\n} else {\n  (#AudioRecorder).audiorecorder_recordstart()\n}""}",AudioRecorderControlBasedOnStatus,,0,"if ((#AudioRecorder).audiorecorder_recordstatus == ""recording"") {
  (#AudioRecorder).audiorecorder_recordstop(""test.mp3"")
} else {
  (#AudioRecorder).audiorecorder_recordstart()
}",79973,20980,80,21060,2.6126,7.9331,8060.9355,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""AudioRecorder"", ""SoundSensor"", ""Speaker"", ""Camera"", ""Siren"", ""AirQualitySensor"", ""ArmRobot"", ""FaceRecognizer"", ""Charger"", ""AirPurifier""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
62,3,3,Stop charging if the voltage is 220V or higher.,"충전 전압이 220볼트 이상이면, 충전을 멈춰줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Charger).charger_voltage >= 220000) {\n\n    (#Charger).switch_off()\n\n}""}",,,0,"
if ((#Charger).charger_voltage >= 220000) {

    (#Charger).switch_off()

}",False,61.2484,False,strict,False,0.809677,0.5,0.5,0.5,0.2,0.0,1.0,"[""dataflow"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding"", ""semantic""]","{""name"":""StopChargingIfVoltageHigh"",""cron"":"""",""period"":0,""code"":""if ((#Charger).charger_voltage >= 220.0) {\n  (#Charger).safe_lock()\n}""}",StopChargingIfVoltageHigh,,0,"if ((#Charger).charger_voltage >= 220.0) {
  (#Charger).safe_lock()
}",77277,20359,60,20419,2.0789,3.2192,9822.0213,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Charger"", ""Plug"", ""CarbonDioxideSensor"", ""PresenceVitalSensor"", ""WindowCovering"", ""AudioRecorder"", ""Pump"", ""Safe"", ""ArmRobot"", ""TapDialSwitch""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
63,3,3,"If the cloud service is activated, upload test.png file to the cloud.","클라우드 서비스가 활성화되어있으면, test.png 파일을 클라우드에 업로드해줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#CloudServiceProvider).cloudserviceprovider_isavailable == true) {\n\n    (#CloudServiceProvider).cloudserviceprovider_uploadfile(\""test.png\"")\n\n}""}",,,0,"
if ((#CloudServiceProvider).cloudserviceprovider_isavailable == true) {

    (#CloudServiceProvider).cloudserviceprovider_uploadfile(""test.png"")

}",False,69.9,False,strict,False,0.831343,0.5,0.5,0.5,1.0,1.0,1.0,"[""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage""]","{""name"":""UploadFileWhenCloudServiceActivated"",""cron"":"""",""period"":0,""code"":""if ((#CloudServiceProvider).cloudserviceprovider_chatsession != \""\"") {\n  (#CloudServiceProvider).cloudserviceprovider_uploadfile(\""test.png\"")\n}""}",UploadFileWhenCloudServiceActivated,,0,"if ((#CloudServiceProvider).cloudserviceprovider_chatsession != """") {
  (#CloudServiceProvider).cloudserviceprovider_uploadfile(""test.png"")
}",79995,20975,68,21043,2.0615,3.1273,10207.6158,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""CloudServiceProvider"", ""WeatherProvider"", ""LevelControl"", ""MenuProvider"", ""EmailProvider"", ""AirPurifier"", ""Charger"", ""Button"", ""Pump"", ""Plug""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
64,3,3,"If the oven is in grill mode, add 4 more minutes.","오븐이 그릴 모드이면, 시간을 4분 더 추가해줘","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Oven).oven_ovenmode == \""grill\"") {\n\n    (#Oven).oven_addmoretime(240)\n\n}""}",,,0,"
if ((#Oven).oven_ovenmode == ""grill"") {

    (#Oven).oven_addmoretime(240)

}",False,69.9,False,strict,False,0.992969,1.0,1.0,1.0,0.2,0.0,1.0,"[""dataflow"", ""gt_mismatch"", ""numeric_grounding""]","{""name"":""AddTimeIfOvenInGrillMode"",""cron"":"""",""period"":0,""code"":""if ((#Oven).oven_ovenmode == \""grill\"") {\n  (#Oven).oven_addmoretime(4)\n}""}",AddTimeIfOvenInGrillMode,,0,"if ((#Oven).oven_ovenmode == ""grill"") {
  (#Oven).oven_addmoretime(4)
}",77198,20511,67,20578,2.9024,3.8467,7089.9945,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Oven"", ""RiceCooker"", ""MenuProvider"", ""Dishwasher"", ""Siren"", ""Clock"", ""DimmerSwitch"", ""AirConditioner"", ""Plug"", ""SmokeDetector""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
65,3,3,"If the rice cooker is on keep-warm mode, switch it to cooking mode.","밥솥이 보온 모드이면, 조리 모드로 변경해줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#RiceCooker).ricecooker_ricecookermode == \""keepWarm\"") {\n\n    (#RiceCooker).ricecooker_setricecookermode(\""cooking\"")\n\n}""}",,,0,"
if ((#RiceCooker).ricecooker_ricecookermode == ""keepWarm"") {

    (#RiceCooker).ricecooker_setricecookermode(""cooking"")

}",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,0.2,1.0,1.0,[],"{""name"":""RiceCookerModeSwitch"",""cron"":"""",""period"":0,""code"":""if ((#RiceCooker).ricecooker_ricecookermode == \""keepWarm\"") {\n  (#RiceCooker).ricecooker_setricecookermode(\""cooking\"")\n}""}",RiceCookerModeSwitch,,0,"if ((#RiceCooker).ricecooker_ricecookermode == ""keepWarm"") {
  (#RiceCooker).ricecooker_setricecookermode(""cooking"")
}",74400,19648,73,19721,2.0011,3.0133,9855.0797,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""RiceCooker"", ""Oven"", ""AirConditioner"", ""Dishwasher"", ""RobotVacuumCleaner"", ""Switch"", ""TemperatureSensor"", ""ArmRobot"", ""SmokeDetector"", ""DimmerSwitch""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
66,3,3,"If today is holiday, send an email to ""test@example.com"" with the subject ""Holiday"" and the message ""Today is holiday."".","오늘이 공휴일이면 ""test@example.com""으로 ""오늘은 공휴일입니다.""라는 내용을 ""공휴일"" 제목으로 이메일을 보내줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Clock).clock_isholiday == true) {\n\n    (#EmailProvider).emailprovider_sendmail(\""test@example.com\"", \""Holiday\"", \""Today is holiday.\"")\n\n}""}",,,0,"
if ((#Clock).clock_isholiday == true) {

    (#EmailProvider).emailprovider_sendmail(""test@example.com"", ""Holiday"", ""Today is holiday."")

}",False,89.2625,True,strict,False,0.985827,1.0,1.0,1.0,0.5,1.0,1.0,"[""arg_type"", ""gt_mismatch""]","{""name"":""SendHolidayEmailIfTodayIsHoliday"",""cron"":"""",""period"":0,""code"":""if ((#Clock).clock_isholiday == true) {\n  (#EmailProvider).emailprovider_sendmail(\""test@example.com\"" | \""Holiday\"" | \""Today is holiday.\"")\n}""}",SendHolidayEmailIfTodayIsHoliday,,0,"if ((#Clock).clock_isholiday == true) {
  (#EmailProvider).emailprovider_sendmail(""test@example.com"" | ""Holiday"" | ""Today is holiday."")
}",84923,22328,73,22401,2.0579,3.0137,10885.3686,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""EmailProvider"", ""Clock"", ""MenuProvider"", ""Button"", ""ArmRobot"", ""Door"", ""CloudServiceProvider"", ""PresenceVitalSensor"", ""TapDialSwitch"", ""Charger""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
67,3,3,"If the outdoor very fine dust level is 15 or higher, sound the emergency siren.","바깥의 초미세먼지 농도가 15 이상이면, 긴급 사이렌을 울려줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#WeatherProvider).weatherprovider_pm25weather >= 15) {\n\n    (#Siren).siren_setsirenmode(\""emergency\"")\n\n}""}",,,0,"
if ((#WeatherProvider).weatherprovider_pm25weather >= 15) {

    (#Siren).siren_setsirenmode(""emergency"")

}",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,0.2,1.0,1.0,[],"{""name"":""OutdoorVeryFineDustEmergencySiren"",""cron"":"""",""period"":0,""code"":""if ((#WeatherProvider).weatherprovider_pm25weather >= 15) {\n  (#Siren).siren_setsirenmode(\""emergency\"")\n}""}",OutdoorVeryFineDustEmergencySiren,,0,"if ((#WeatherProvider).weatherprovider_pm25weather >= 15) {
  (#Siren).siren_setsirenmode(""emergency"")
}",77474,20375,68,20443,3.9189,4.937,5216.5148,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""AirQualitySensor"", ""Siren"", ""SoundSensor"", ""AirPurifier"", ""SmokeDetector"", ""Dishwasher"", ""WeatherProvider"", ""AudioRecorder"", ""RobotVacuumCleaner"", ""Speaker""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
68,3,3,"If the charger current is 10 amperes or above, sound the emergency siren.","충전기의 전류가 10암페어 이상이면, 긴급 사이렌을 울려줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Charger).charger_current >= 10) {\n\n    (#Siren).siren_setsirenmode(\""emergency\"")\n\n}""}",,,0,"
if ((#Charger).charger_current >= 10) {

    (#Siren).siren_setsirenmode(""emergency"")

}",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,0.2,1.0,1.0,[],"{""name"":""ChargerCurrentEmergencySiren"",""cron"":"""",""period"":0,""code"":""if ((#Charger).charger_current >= 10) {\n  (#Siren).siren_setsirenmode(\""emergency\"")\n}""}",ChargerCurrentEmergencySiren,,0,"if ((#Charger).charger_current >= 10) {
  (#Siren).siren_setsirenmode(""emergency"")
}",75078,19762,64,19826,2.3733,3.3307,8353.769,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Charger"", ""Siren"", ""SoundSensor"", ""PresenceVitalSensor"", ""Plug"", ""ArmRobot"", ""AudioRecorder"", ""Pump"", ""WindowCovering"", ""PressureSensor""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
69,3,3,"If the pump is in normal mode, set it to maximum mode.",펌프가 노말 모드이면 맥시멈 모드로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Pump).pump_pumpmode == \""normal\"") {\n\n    (#Pump).pump_setpumpmode(\""maximum\"")\n\n}""}",,,0,"
if ((#Pump).pump_pumpmode == ""normal"") {

    (#Pump).pump_setpumpmode(""maximum"")

}",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,0.2,1.0,1.0,[],"{""name"":""PumpModeSwitchToMaximum"",""cron"":"""",""period"":0,""code"":""if ((#Pump).pump_pumpmode == \""normal\"") {\n  (#Pump).pump_setpumpmode(\""maximum\"")\n}""}",PumpModeSwitchToMaximum,,0,"if ((#Pump).pump_pumpmode == ""normal"") {
  (#Pump).pump_setpumpmode(""maximum"")
}",72493,19241,59,19300,1.9766,2.9543,9764.2416,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Pump"", ""Humidifier"", ""Valve"", ""PressureSensor"", ""Plug"", ""Button"", ""RobotVacuumCleaner"", ""Charger"", ""ArmRobot"", ""Oven""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
70,3,3,"If the speaker is playing, stop it.","스피커가 재생중이면, 멈춰줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Speaker).speaker_playbackstate == \""playing\"") {\n\n    (#Speaker).speaker_stop()\n\n}""}",,,0,"
if ((#Speaker).speaker_playbackstate == ""playing"") {

    (#Speaker).speaker_stop()

}",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,0.2,1.0,1.0,[],"{""name"":""StopSpeakerIfPlaying"",""cron"":"""",""period"":0,""code"":""if ((#Speaker).speaker_playbackstate == \""playing\"") {\n  (#Speaker).speaker_stop()\n}""}",StopSpeakerIfPlaying,,0,"if ((#Speaker).speaker_playbackstate == ""playing"") {
  (#Speaker).speaker_stop()
}",79818,20944,53,20997,2.4837,3.4563,8453.9196,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""AudioRecorder"", ""SoundSensor"", ""Siren"", ""PresenceVitalSensor"", ""TapDialSwitch"", ""Switch"", ""Television"", ""Camera"", ""Pump""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
