model_key,model_label,category,generation,genome_id,fitness,train_avg_det_score,train_variance,train_det_pass_rate,train_gt_exact_rate,validation_avg_det_score,validation_variance,validation_det_pass_rate,validation_gt_exact_rate,prompt_tokens,llm_latency_sec,peak_vram_gb,block_01,block_02,block_03,block_06,failure_summary,rank_scope
llama31_8b,Llama-3.1-8B-Instruct,7,1,gene-27126b9c-6837-b9bf-b0fc-1f92224f1245,100.0,100.0,0.0,100.0,100.0,59.3711,575.946098,25.0,25.0,227034,86.9791,28.6995,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_full.txt,03_postprocessor.txt,06_det_helper.txt,"{""enum_grounding"": 3, ""gt_mismatch"": 3, ""gt_receiver_coverage"": 3, ""gt_service_coverage"": 3, ""semantic"": 3, ""extraneous"": 2, ""numeric_grounding"": 2, ""dataflow"": 1}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,7,2,mut-d733e7a7-2b40-d34e-8d09-55085b8e6fda,100.0,100.0,0.0,100.0,100.0,74.5134,573.221671,50.0,25.0,230978,93.9422,28.9366,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_full.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,generated/v13_gene_pool_e35ef6292a/06_det_strict_helper.txt,"{""enum_grounding"": 3, ""gt_mismatch"": 3, ""extraneous"": 2, ""gt_receiver_coverage"": 2, ""gt_service_coverage"": 2, ""numeric_grounding"": 2, ""semantic"": 2}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,7,3,clone-afbb2514-2823-97e8-13c6-81e8dc56fd21,100.0,100.0,0.0,100.0,100.0,74.5134,573.221671,50.0,25.0,230978,93.9472,28.9366,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_full.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,generated/v13_gene_pool_e35ef6292a/06_det_strict_helper.txt,"{""enum_grounding"": 3, ""gt_mismatch"": 3, ""extraneous"": 2, ""gt_receiver_coverage"": 2, ""gt_service_coverage"": 2, ""numeric_grounding"": 2, ""semantic"": 2}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,7,4,cross-13955f31-371c-1259-fbad-687ddbdd14b9,100.0,100.0,0.0,100.0,100.0,82.8142,522.620757,75.0,25.0,230774,91.0194,28.9206,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_full.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,06_det_helper.txt,"{""gt_mismatch"": 3, ""enum_grounding"": 2, ""numeric_grounding"": 1, ""extraneous"": 1, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1, ""semantic"": 1}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,7,5,cross-13955f31-371c-1259-fbad-687ddbdd14b9,100.0,100.0,0.0,100.0,100.0,82.8142,522.620757,75.0,25.0,230774,91.078,28.9206,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_full.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,06_det_helper.txt,"{""gt_mismatch"": 3, ""enum_grounding"": 2, ""numeric_grounding"": 1, ""extraneous"": 1, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1, ""semantic"": 1}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,7,6,clone-24009680-22c6-3661-2d50-7d087b4b4f15,100.0,100.0,0.0,100.0,100.0,82.8142,522.620757,75.0,25.0,230774,91.0821,28.9206,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_full.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,06_det_helper.txt,"{""gt_mismatch"": 3, ""enum_grounding"": 2, ""numeric_grounding"": 1, ""extraneous"": 1, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1, ""semantic"": 1}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,7,7,clone-24009680-22c6-3661-2d50-7d087b4b4f15,100.0,100.0,0.0,100.0,100.0,82.8142,522.620757,75.0,25.0,230774,91.1296,28.9206,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_full.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,06_det_helper.txt,"{""gt_mismatch"": 3, ""enum_grounding"": 2, ""numeric_grounding"": 1, ""extraneous"": 1, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1, ""semantic"": 1}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,7,8,clone-24009680-22c6-3661-2d50-7d087b4b4f15,100.0,100.0,0.0,100.0,100.0,82.8142,522.620757,75.0,25.0,230774,91.0698,28.9206,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_full.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,06_det_helper.txt,"{""gt_mismatch"": 3, ""enum_grounding"": 2, ""numeric_grounding"": 1, ""extraneous"": 1, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1, ""semantic"": 1}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,7,9,mut-717fc781-0a42-ef31-6389-92fcc8826060,100.0,100.0,0.0,100.0,100.0,82.9235,177.824508,50.0,25.0,226802,89.7906,28.6891,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_full.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,06_det_helper.txt,"{""gt_mismatch"": 3, ""semantic"": 2, ""dataflow"": 1, ""enum_grounding"": 1, ""numeric_grounding"": 1, ""extraneous"": 1, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1}",generation_best
llama31_8b,Llama-3.1-8B-Instruct,7,10,cross-1bd3e796-d505-1fda-ae98-0eccf06b5b64,100.0,100.0,0.0,100.0,100.0,82.9235,177.824508,50.0,25.0,226802,89.8012,28.6891,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_full.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,06_det_helper.txt,"{""gt_mismatch"": 3, ""semantic"": 2, ""dataflow"": 1, ""enum_grounding"": 1, ""numeric_grounding"": 1, ""extraneous"": 1, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1}",generation_best
