model_key,model_label,category,generation,genome_id,fitness,train_avg_det_score,train_variance,train_det_pass_rate,train_gt_exact_rate,validation_avg_det_score,validation_variance,validation_det_pass_rate,validation_gt_exact_rate,prompt_tokens,llm_latency_sec,peak_vram_gb,block_01,block_02,block_03,block_06,failure_summary
llama31_8b,Llama-3.1-8B-Instruct,7,1,v15-565f03dc-d78c-faf1-3680-8c68662d86b9,94.6786,94.6786,0.0,100.0,0.0,82.359,155.230246,50.0,0.0,67430,22.2966,19.0092,01_preamble.txt,02_generator_prompt.txt,03_postprocessor.txt,06_det_helper.txt,"{""gt_mismatch"": 4, ""semantic"": 3, ""numeric_grounding"": 2, ""dataflow"": 1, ""enum_grounding"": 1, ""extraneous"": 1, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,7,1,v13mix-8a83ad02-b86d-227e-5119-872193b9161f,94.6695,94.6695,0.0,100.0,0.0,88.1888,112.025273,75.0,0.0,125718,46.7121,22.6,generated/v13_gene_pool_e35ef6292a/01_v13_caution_schema_strict.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_compact.txt,"{""gt_mismatch"": 4, ""semantic"": 2, ""enum_grounding"": 1, ""extraneous"": 1, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,7,1,v13compact-f9559229-aa60-b950-d74c-9ddb7a10f696,94.6695,94.6695,0.0,100.0,0.0,93.4673,2.049252,100.0,0.0,195102,78.4195,26.8402,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_compact.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_compact.txt,"{""gt_mismatch"": 4, ""semantic"": 2, ""enum_grounding"": 1, ""extraneous"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,7,1,gene-2bdb4d24-6d3b-855d-2f76-0bb5dbc270f8,96.6606,96.6606,0.0,100.0,0.0,43.5339,1324.639672,25.0,25.0,237266,102.7556,29.296,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_full.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_compact.txt,"{""enum_grounding"": 2, ""extraneous"": 2, ""gt_mismatch"": 2, ""gt_receiver_coverage"": 2, ""gt_service_coverage"": 2, ""semantic"": 2, ""dataflow"": 1, ""numeric_grounding"": 1, ""invalid_json"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,7,1,gene-5a3f6e80-a8b9-4f96-b863-7ab4094251ea,50.6754,50.6754,0.0,0.0,0.0,66.9547,1153.884656,50.0,0.0,180998,67.9246,26.0179,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_compact.txt,03_postprocessor.txt,06_det_helper.txt,"{""gt_mismatch"": 4, ""extraneous"": 3, ""semantic"": 3, ""gt_receiver_coverage"": 2, ""gt_service_coverage"": 2, ""arg_type"": 1, ""dataflow"": 1, ""enum_grounding"": 1, ""no_parseable_member_access"": 1, ""numeric_grounding"": 1, ""precondition"": 1, ""service_match"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,7,1,gene-53b70860-b6ab-2777-e2ba-9bc7f7674616,94.6695,94.6695,0.0,100.0,0.0,23.6046,1671.527883,25.0,0.0,87550,33.0803,20.1787,01_preamble.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_full.txt,"{""invalid_json"": 3, ""gt_mismatch"": 1, ""semantic"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,7,1,gene-e82a5931-3d36-01a1-4224-bde0bb9deb84,92.3622,92.3622,0.0,100.0,0.0,67.4121,1153.149408,50.0,0.0,111782,38.868,21.7876,generated/v13_gene_pool_e35ef6292a/01_v13_caution_schema_strict.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,03_postprocessor.txt,generated/v13_gene_pool_e35ef6292a/06_det_strict_helper.txt,"{""gt_mismatch"": 4, ""semantic"": 3, ""extraneous"": 2, ""gt_receiver_coverage"": 2, ""gt_service_coverage"": 2, ""arg_type"": 1, ""dataflow"": 1, ""enum_grounding"": 1, ""no_parseable_member_access"": 1, ""numeric_grounding"": 1, ""precondition"": 1, ""service_match"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,7,1,gene-3261f637-b65f-8ec0-4667-dfed895e6ec2,100.0,100.0,0.0,100.0,100.0,55.8646,656.158646,25.0,25.0,227006,91.6923,28.6979,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_full.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,generated/v13_gene_pool_e35ef6292a/06_det_strict_helper.txt,"{""enum_grounding"": 3, ""extraneous"": 3, ""gt_mismatch"": 3, ""gt_receiver_coverage"": 3, ""gt_service_coverage"": 3, ""semantic"": 3, ""numeric_grounding"": 2}"
llama31_8b,Llama-3.1-8B-Instruct,7,1,gene-27126b9c-6837-b9bf-b0fc-1f92224f1245,100.0,100.0,0.0,100.0,100.0,59.3711,575.946098,25.0,25.0,227034,86.9791,28.6995,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_full.txt,03_postprocessor.txt,06_det_helper.txt,"{""enum_grounding"": 3, ""gt_mismatch"": 3, ""gt_receiver_coverage"": 3, ""gt_service_coverage"": 3, ""semantic"": 3, ""extraneous"": 2, ""numeric_grounding"": 2, ""dataflow"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,7,1,gene-6cbf6286-f8c1-ac16-d191-7587eb2cd84f,52.9464,52.9464,0.0,0.0,0.0,92.3124,4.455177,100.0,0.0,123114,48.0333,22.4544,01_preamble.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_compact.txt,03_postprocessor.txt,06_det_helper.txt,"{""gt_mismatch"": 4, ""numeric_grounding"": 2, ""semantic"": 2, ""enum_grounding"": 1, ""extraneous"": 1}"
