row_no,category,row_category,command_eng,command_kor,gt,gt_name,gt_cron,gt_period,gt_code,warmup_excluded,gpt41_mini__det_score,gpt41_mini__det_pass,gpt41_mini__det_profile,gpt41_mini__det_gt_exact,gpt41_mini__det_gt_similarity,gpt41_mini__det_gt_service_coverage,gpt41_mini__det_gt_service_precision,gpt41_mini__det_gt_receiver_coverage,gpt41_mini__det_dataflow_score,gpt41_mini__det_numeric_grounding,gpt41_mini__det_enum_grounding,gpt41_mini__failure_reasons,gpt41_mini__output,gpt41_mini__output_name,gpt41_mini__output_cron,gpt41_mini__output_period,gpt41_mini__output_code,gpt41_mini__prompt_chars,gpt41_mini__prompt_tokens,gpt41_mini__completion_tokens,gpt41_mini__total_tokens,gpt41_mini__llm_latency_sec,gpt41_mini__total_pipeline_sec,gpt41_mini__tokens_per_sec,gpt41_mini__peak_vram_gb,gpt41_mini__generation_error_type,gpt41_mini__oom_flag,gpt41_mini__worker_python,gpt41_mini__resolved_model_path,gpt41_mini__service_list_snippet_source,gpt41_mini__service_list_device_count,gpt41_mini__service_list_retrieval_status,gpt41_mini__service_list_retrieval_mode,gpt41_mini__service_list_retrieval_topk,gpt41_mini__service_list_retrieval_categories,gpt41_mini__prompt_render_mode,gpt41_mini__prompt_assets_dir,gpt41_mini__warmup_excluded,gpt41_mini__row_category
1,1,1,Switch the dishwasher to dry mode.,식기세척기를 건조 모드로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Dishwasher).dishwasher_setdishwashermode(\""dry\"")""}",,,0,"(#Dishwasher).dishwasher_setdishwashermode(""dry"")",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""Set Dishwasher to Dry Mode"",""cron"":"""",""period"":0,""code"":""(#Dishwasher).dishwasher_setdishwashermode(\""dry\"")""}",Set Dishwasher to Dry Mode,,0,"(#Dishwasher).dishwasher_setdishwashermode(""dry"")",75347,19955,44,19999,16.7734,22.0808,1192.3045,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Dishwasher"", ""LaundryDryer"", ""DimmerSwitch"", ""Dehumidifier"", ""Switch"", ""AirPurifier"", ""RiceCooker"", ""AirConditioner"", ""Oven"", ""Humidifier""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
2,1,1,Add 5 minutes to the oven.,오븐의 작동 시간을 5분 늘려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Oven).oven_addmoretime(300)""}",,,0,(#Oven).oven_addmoretime(300),False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""Add 5 Minutes to Oven"",""cron"":"""",""period"":0,""code"":""(#Oven).oven_addmoretime(300)""}",Add 5 Minutes to Oven,,0,(#Oven).oven_addmoretime(300),77596,20629,43,20672,8.592,9.5136,2405.959,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Oven"", ""RiceCooker"", ""MenuProvider"", ""Dishwasher"", ""LaundryDryer"", ""Clock"", ""AirConditioner"", ""Button"", ""TemperatureSensor"", ""Door""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
3,1,1,Start the rice cooker on cooking mode for 30 minutes.,밥솥을 조리 모드로 30분 작동시켜.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#RiceCooker).ricecooker_setcookingparameters(\""cooking\"", 1800)""}",,,0,"(#RiceCooker).ricecooker_setcookingparameters(""cooking"", 1800)",False,69.9,False,strict,False,0.970492,1.0,1.0,1.0,1.0,0.0,0.0,"[""arg_type"", ""enum_grounding"", ""gt_mismatch"", ""numeric_grounding""]","{""name"":""StartRiceCookerCookingMode"",""cron"":"""",""period"":0,""code"":""(#RiceCooker).ricecooker_setcookingparameters(\""cooking\"" | 30)""}",StartRiceCookerCookingMode,,0,"(#RiceCooker).ricecooker_setcookingparameters(""cooking"" | 30)",75011,19848,50,19898,8.072,8.9749,2465.0644,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""RiceCooker"", ""Oven"", ""Dishwasher"", ""RobotVacuumCleaner"", ""FaceRecognizer"", ""AudioRecorder"", ""CarbonDioxideSensor"", ""MenuProvider"", ""Charger"", ""Siren""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
4,1,1,Set the siren to emergency mode.,사이렌을 응급모드로 울려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Siren).siren_setsirenmode(\""emergency\"")""}",,,0,"(#Siren).siren_setsirenmode(""emergency"")",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""SetSirenToEmergencyMode"",""cron"":"""",""period"":0,""code"":""(#Siren).siren_setsirenmode(\""emergency\"")""}",SetSirenToEmergencyMode,,0,"(#Siren).siren_setsirenmode(""emergency"")",76219,20120,46,20166,2.4606,3.3727,8195.5621,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Siren"", ""SoundSensor"", ""AudioRecorder"", ""Speaker"", ""Pump"", ""Oven"", ""Safe"", ""ArmRobot"", ""RiceCooker"", ""PressureSensor""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
5,1,1,Set the speaker volume to 30.,스피커의 볼륨을 30으로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Speaker).speaker_setvolume(30)""}",,,0,(#Speaker).speaker_setvolume(30),False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""SetSpeakerVolumeTo30"",""cron"":"""",""period"":0,""code"":""(#Speaker).speaker_setvolume(30)""}",SetSpeakerVolumeTo30,,0,(#Speaker).speaker_setvolume(30),79774,20821,39,20860,2.6169,3.5136,7971.2637,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""SoundSensor"", ""AudioRecorder"", ""Siren"", ""Television"", ""Pump"", ""PressureSensor"", ""AirPurifier"", ""CloudServiceProvider"", ""LevelControl""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
6,1,1,Turn the TV channel down by one.,TV 채널을 하나 내려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Television).television_channeldown()""}",,,0,(#Television).television_channeldown(),False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""TurnTVChannelDown"",""cron"":"""",""period"":0,""code"":""(#Television).television_channeldown()""}",TurnTVChannelDown,,0,(#Television).television_channeldown(),79208,20860,39,20899,1.8955,2.7857,11025.5869,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Television"", ""DimmerSwitch"", ""Speaker"", ""TapDialSwitch"", ""Dishwasher"", ""Camera"", ""Switch"", ""LevelControl"", ""Valve"", ""Dehumidifier""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
7,1,1,Switch the TV to channel 7.,TV로 7번 채널을 틀어줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Television).television_setchannel(7)""}",,,0,(#Television).television_setchannel(7),False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""Set TV Channel to 7"",""cron"":"""",""period"":0,""code"":""(#Television).television_setchannel(7)""}",Set TV Channel to 7,,0,(#Television).television_setchannel(7),78838,20761,42,20803,1.8516,2.7507,11235.148,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Television"", ""Switch"", ""TapDialSwitch"", ""LevelControl"", ""DimmerSwitch"", ""Valve"", ""Dishwasher"", ""Speaker"", ""Camera"", ""ColorControl""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
8,1,1,Announce the temperature through the speaker.,현재 온도를 스피커로 알려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ntemp = (#TemperatureSensor).temperaturesensor_temperature\n\n(#Speaker).speaker_speak(\""현재 온도는 \"" + temp + \""도입니다\"")""}",,,0,"
temp = (#TemperatureSensor).temperaturesensor_temperature

(#Speaker).speaker_speak(""현재 온도는 "" + temp + ""도입니다"")",False,63.1183,False,strict,False,0.809375,0.5,1.0,0.5,0.0,1.0,1.0,"[""dataflow"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""service_match"", ""unknown_service:temperaturemeasurement_temperature""]","{""name"":""AnnounceTemperature"",""cron"":"""",""period"":0,""code"":""temp = (#TemperatureSensor).temperaturemeasurement_temperature\n(#Speaker).speaker_speak(temp)""}",AnnounceTemperature,,0,"temp = (#TemperatureSensor).temperaturemeasurement_temperature
(#Speaker).speaker_speak(temp)",80863,21141,46,21187,2.8313,3.7448,7483.135,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""TemperatureSensor"", ""AirConditioner"", ""WeatherProvider"", ""AudioRecorder"", ""SoundSensor"", ""PresenceVitalSensor"", ""AirQualitySensor"", ""Siren"", ""Television""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
9,1,1,Tell me the outdoor temperature through the speaker.,외부 온도를 스피커로 출력해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ntemp = (#WeatherProvider).weatherprovider_temperatureweather\n\n(#Speaker).speaker_speak(\""외부 온도는 \"" + temp + \""도입니다\"")""}",,,0,"
temp = (#WeatherProvider).weatherprovider_temperatureweather

(#Speaker).speaker_speak(""외부 온도는 "" + temp + ""도입니다"")",False,98.9447,True,strict,False,0.960363,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","{""name"":""AnnounceOutdoorTemperature"",""cron"":"""",""period"":0,""code"":""temp = (#WeatherProvider).weatherprovider_temperatureweather\n(#Speaker).speaker_speak(temp)""}",AnnounceOutdoorTemperature,,0,"temp = (#WeatherProvider).weatherprovider_temperatureweather
(#Speaker).speaker_speak(temp)",80407,21037,50,21087,1.7775,2.6887,11863.2911,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""TemperatureSensor"", ""WeatherProvider"", ""AirConditioner"", ""SoundSensor"", ""AudioRecorder"", ""AirQualitySensor"", ""Siren"", ""PresenceVitalSensor"", ""AirPurifier""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
10,1,1,Tell me the current humidity through the speaker.,현재 습도를 스피커로 말해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nhum = (#HumiditySensor).humiditysensor_humidity\n\n(#Speaker).speaker_speak(\""현재 습도는 \"" + hum + \""%입니다\"")""}",,,0,"
hum = (#HumiditySensor).humiditysensor_humidity

(#Speaker).speaker_speak(""현재 습도는 "" + hum + ""%입니다"")",False,98.7957,True,strict,False,0.930571,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","{""name"":""AnnounceCurrentHumidity"",""cron"":"""",""period"":0,""code"":""humidity = (#HumiditySensor).humiditysensor_humidity\n(#Speaker).speaker_speak(humidity)""}",AnnounceCurrentHumidity,,0,"humidity = (#HumiditySensor).humiditysensor_humidity
(#Speaker).speaker_speak(humidity)",78075,20516,49,20565,2.8767,3.7953,7148.8164,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""HumiditySensor"", ""SoundSensor"", ""WeatherProvider"", ""AirQualitySensor"", ""AudioRecorder"", ""Humidifier"", ""AirPurifier"", ""Plug"", ""Charger""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
