model_key,model_label,row_no,row_category,command_eng,command_kor,det_score,det_pass,gt_exact,failure_reasons,prompt_chars,prompt_tokens,completion_tokens,total_tokens,llm_latency_sec,total_pipeline_sec,tokens_per_sec,peak_vram_gb,generation_error_type,generation_error_types,oom_flag,worker_python,resolved_model_path,warmup_excluded,selected_candidate_index,repair_applied,candidate_count,generation_call_count,repair_call_count,row_success
gpt41_mini,GPT-4.1-mini,91,4,"When the contact sensor is detected, turn on the light.",접촉 센서가 감지되면 조명을 켜줘.,93.5443,True,False,"[""gt_mismatch""]",76106,17715,64,17779,2.4425,7.7338,7279.0174,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,92,4,"When the presence sensor detects someone, turn on the TV.",재실 센서가 감지되면 TV를 켜줘.,93.3051,True,False,"[""gt_mismatch"", ""semantic""]",71216,16779,67,16846,3.8945,4.8644,4325.5874,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,93,4,"When the sound sensor value exceeds 50, stop speaker playback.",소리 센서의 수치가 50보다 커지면 스피커 재생을 멈춰줘.,93.9134,True,False,"[""gt_mismatch"", ""numeric_grounding""]",76064,17740,67,17807,4.3664,5.3381,4078.188,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,94,4,"When it rains, turn on the dehumidifier.",비가 오면 제습기를 켜줘.,69.9,False,False,"[""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage""]",75535,17697,83,17780,2.1913,3.1251,8113.905,0.0,,[],False,,,False,0,False,1,1,0,False
gpt41_mini,GPT-4.1-mini,95,4,"When the brightness falls below 100 lux, turn on the light.",밝기가 100 럭스 미만이 되면 조명을 켜줘.,92.8571,True,False,"[""gt_mismatch"", ""numeric_grounding""]",79609,18501,70,18571,2.8174,3.7747,6591.5383,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,96,4,"When the carbon dioxide concentration reaches 1000ppm or higher, sound the emergency siren.",이산화탄소 농도가 1000ppm 이상이 되면 긴급 사이렌을 울려줘.,93.1242,True,False,"[""gt_mismatch"", ""numeric_grounding""]",76460,17854,94,17948,1.9858,2.9513,9038.171,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,97,4,"When smoke is detected, sound the fire alarm with the siren.",연기가 감지되면 사이렌으로 화재경보를 울려줘.,94.654,True,False,"[""gt_mismatch""]",77278,18089,77,18166,1.9093,2.8476,9514.4817,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,98,4,"When the button is pushed 3 times, open the valve.",버튼이 세번 눌리면 벨브를 열어줘.,94.4857,True,False,"[""gt_mismatch"", ""numeric_grounding""]",79103,18509,72,18581,2.0636,3.0311,9004.1675,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,99,4,"When the temperature reaches 35 degrees or higher, set the air conditioner to 30 degrees.",온도가 35도 이상이 되면 에어컨의 목표 온도를 30도로 설정해줘.,100.0,True,True,[],81550,18868,53,18921,3.1784,4.1416,5952.9952,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,100,4,"When the safe is unlocked, sound the police siren.",금고가 열리면 경찰 사이렌을 울려줘.,95.1939,True,False,"[""gt_mismatch""]",78641,18270,76,18346,2.5498,3.5258,7195.0741,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,101,4,"When a leak is detected, close the valve.",누수가 감지되면 벨브를 차단해줘.,100.0,True,True,[],73752,17384,42,17426,1.4375,2.4212,12122.4348,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,102,4,"When the humidity exceeds 80%, start the dehumidifier in drying mode.",습도가 80%보다 커지면 제습기를 건조 모드로 작동시켜줘.,95.0348,True,False,"[""gt_mismatch"", ""numeric_grounding""]",79654,18519,84,18603,3.1368,4.1351,5930.5662,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,103,4,"When motion is detected, turn on the light.",움직임이 감지되면 조명을 켜줘.,92.7357,True,False,"[""gt_mismatch"", ""semantic""]",80023,18534,64,18598,1.9307,2.8965,9632.7757,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,104,4,"When the indoor very fine dust level becomes 35 or higher, set the air purifier to high.",내부 초미세먼지 농도가 35 이상이 되면 공기청정기를 강하게 틀어줘.,94.3362,True,False,"[""gt_mismatch"", ""numeric_grounding""]",75019,17650,95,17745,5.3192,6.2646,3336.028,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,105,4,"When the charging voltage exceeds 250V, stop charging.",충전 전압이 250V보다 높아지면 충전을 중단해줘.,100.0,True,True,[],74777,17560,43,17603,1.4006,2.3627,12568.1851,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,106,4,"When the entrance door lock is unlocked, turn on the living room light.",현관 도어락이 잠금해제되면 거실 조명을 켜줘.,92.9107,True,False,"[""gt_mismatch"", ""semantic""]",61594,14294,83,14377,1.8743,1.886,7670.597,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,107,4,"When motion is detected in the bedroom, turn on the bedroom air conditioner.",침실에 움직임이 감지되면 침실 에어컨을 켜줘.,92.8804,True,False,"[""gt_mismatch"", ""semantic""]",51019,12188,72,12260,1.8386,1.8487,6668.117,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,108,4,"When a smoke is detected in the kitchen, close the kitchen valve.",주방에 연기가 감지되면 주방 벨브를 잠궈줘.,96.1385,True,False,"[""gt_mismatch""]",49646,11967,76,12043,1.8547,1.8637,6493.2334,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,109,4,"When the fine dust level in the study reaches 30 or higher, turn on the study air purifier.",서재 미세먼지 농도가 30 이상이 되면 서재 공기청정기를 켜줘.,100.0,True,True,[],59454,13910,55,13965,1.4355,1.4453,9728.3177,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,110,4,"When a water leak is detected in the basement, sound the main siren in emergency mode.",지하에 누수가 감지되면 메인 사이렌을 비상모드로 울려줘.,94.9969,True,False,"[""gt_mismatch""]",49484,11969,89,12058,2.0546,2.0637,5868.7822,0.0,,[],False,,,False,0,False,1,1,0,True
