model_key,model_label,category,generation,genome_id,fitness,train_avg_det_score,train_variance,train_det_pass_rate,train_gt_exact_rate,validation_avg_det_score,validation_variance,validation_det_pass_rate,validation_gt_exact_rate,prompt_tokens,llm_latency_sec,peak_vram_gb,block_01,block_02,block_03,block_06,failure_summary
phi35_mini,Phi-3.5-mini-instruct,1,1,v15-a6e0ae2c-32f5-a6e6-906b-5a6cec7a22ad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,01_preamble.txt,02_generator_prompt.txt,03_postprocessor.txt,06_det_helper.txt,"{""invalid_json"": 3}"
phi35_mini,Phi-3.5-mini-instruct,1,1,v13mix-384efae3-b633-4eeb-62db-53a3d451e7ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_ba3c7b2a33/01_v13_caution_full.txt,02_generator_prompt.txt,generated/v13_gene_pool_ba3c7b2a33/03_v13_response_contract.txt,06_det_helper.txt,"{""invalid_json"": 3}"
phi35_mini,Phi-3.5-mini-instruct,1,1,v13compact-2e58e511-7bb2-4fdb-1dbd-3a0e2c39d58a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_ba3c7b2a33/01_v13_caution_compact.txt,generated/v13_gene_pool_ba3c7b2a33/02_v13_service_response_compact.txt,generated/v13_gene_pool_ba3c7b2a33/03_v13_response_contract.txt,generated/v13_gene_pool_ba3c7b2a33/06_v13_grammar_tempo_compact.txt,"{""invalid_json"": 3}"
phi35_mini,Phi-3.5-mini-instruct,1,2,v13compact-2e58e511-7bb2-4fdb-1dbd-3a0e2c39d58a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_ba3c7b2a33/01_v13_caution_compact.txt,generated/v13_gene_pool_ba3c7b2a33/02_v13_service_response_compact.txt,generated/v13_gene_pool_ba3c7b2a33/03_v13_response_contract.txt,generated/v13_gene_pool_ba3c7b2a33/06_v13_grammar_tempo_compact.txt,"{""invalid_json"": 3}"
phi35_mini,Phi-3.5-mini-instruct,1,2,mut-61527607-d0a4-2895-681b-dd4b3748e964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_ba3c7b2a33/01_v13_caution_compact.txt,generated/v13_gene_pool_ba3c7b2a33/02_v13_service_response_compact.txt,generated/v13_gene_pool_ba3c7b2a33/03_v13_response_contract.txt,generated/v13_gene_pool_ba3c7b2a33/06_v13_grammar_tempo_compact.txt,"{""invalid_json"": 3}"
phi35_mini,Phi-3.5-mini-instruct,1,2,cross-106e86d1-5a8a-6b7f-9cad-46d43caf74d0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_ba3c7b2a33/01_v13_caution_compact.txt,generated/v13_gene_pool_ba3c7b2a33/02_v13_service_response_compact.txt,generated/v13_gene_pool_ba3c7b2a33/03_v13_response_contract.txt,generated/v13_gene_pool_ba3c7b2a33/06_v13_grammar_tempo_compact.txt,"{""invalid_json"": 3}"
phi35_mini,Phi-3.5-mini-instruct,1,3,cross-106e86d1-5a8a-6b7f-9cad-46d43caf74d0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_ba3c7b2a33/01_v13_caution_compact.txt,generated/v13_gene_pool_ba3c7b2a33/02_v13_service_response_compact.txt,generated/v13_gene_pool_ba3c7b2a33/03_v13_response_contract.txt,generated/v13_gene_pool_ba3c7b2a33/06_v13_grammar_tempo_compact.txt,"{""invalid_json"": 3}"
phi35_mini,Phi-3.5-mini-instruct,1,3,mut-cb2a5d90-9863-8c2c-76ba-e2f7836f12c6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_ba3c7b2a33/01_v13_caution_compact.txt,generated/v13_gene_pool_ba3c7b2a33/02_v13_service_response_compact.txt,generated/v13_gene_pool_ba3c7b2a33/03_v13_response_contract.txt,generated/v13_gene_pool_ba3c7b2a33/06_v13_grammar_tempo_compact.txt,"{""invalid_json"": 3}"
phi35_mini,Phi-3.5-mini-instruct,1,3,mut-094cbb1f-ffcd-67c5-fc7a-4e711796ca29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_ba3c7b2a33/01_v13_caution_compact.txt,generated/v13_gene_pool_ba3c7b2a33/02_v13_service_response_compact.txt,generated/v13_gene_pool_ba3c7b2a33/03_v13_response_contract.txt,generated/v13_gene_pool_ba3c7b2a33/06_v13_grammar_tempo_compact.txt,"{""invalid_json"": 3}"
phi35_mini,Phi-3.5-mini-instruct,2,1,v15-4a989182-5abe-387f-dfda-56779ffd7751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,01_preamble.txt,02_generator_prompt.txt,03_postprocessor.txt,06_det_helper.txt,"{""invalid_json"": 3}"
