row_no,category,command_eng,command_kor,gt_name_display,service_list_schema,gt_code,generated_code,det_score,det_pass,det_profile,det_gt_exact,det_gt_similarity,det_gt_service_coverage,det_gt_receiver_coverage,det_dataflow_score,det_numeric_grounding,det_enum_grounding,failure_reasons,service_list_retrieval_categories_display,prompt_context_mode,prompt_context_note,prompt_context_effective_topk,prompt_context_injected_categories,prompt_context_displayed_categories,prompt_tokens,completion_tokens,total_tokens,llm_latency_sec,total_pipeline_sec,tokens_per_sec,peak_vram_gb,service_list_snippet_source,service_list_device_count,service_list_retrieval_status,service_list_retrieval_mode,service_list_retrieval_topk,service_list_retrieval_categories,generation_error_type
1,1,Switch the dishwasher to dry mode.,식기세척기를 건조 모드로 설정해줘.,SwitchDishwasherToDryMode,service_list_ver2.0.1.json,"(#Dishwasher).dishwasher_setdishwashermode(""dry"")",,21.5,False,strict,False,0.3,0.0,0.0,1.0,1.0,0.0,"[""arg_type"", ""enum_grounding"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""precondition"", ""semantic"", ""service_match""]",not used (schema fallback),full schema fallback,"Premapping was not used for this row. The prompt received the full schema fallback (50 categories) from service_list_ver2.0.1.json. For readability, the report shows only the schema categories directly relevant to the GT/generated code.",0,"[""AirConditioner"", ""AirPurifier"", ""AirQualitySensor"", ""ArmRobot"", ""AudioRecorder"", ""Button"", ""Camera"", ""CarbonDioxideSensor"", ""Charger"", ""Clock"", ""CloudServiceProvider"", ""ColorControl"", ""ContactSensor"", ""Dehumidifier"", ""DimmerSwitch"", ""Dishwasher"", ""Door"", ""DoorLock"", ""EmailProvider"", ""FaceRecognizer"", ""Humidifier"", ""HumiditySensor"", ""LaundryDryer"", ""LeakSensor"", ""LevelControl"", ""Light"", ""LightSensor"", ""MenuProvider"", ""MotionSensor"", ""Oven"", ""Plug"", ""PresenceSensor"", ""PresenceVitalSensor"", ""PressureSensor"", ""Pump"", ""RainSensor"", ""RiceCooker"", ""RobotVacuumCleaner"", ""Safe"", ""Siren"", ""SmokeDetector"", ""SoundSensor"", ""Speaker"", ""Switch"", ""TapDialSwitch"", ""Television"", ""TemperatureSensor"", ""Valve"", ""WeatherProvider"", ""WindowCovering""]","[""Dishwasher""]",41926,37,41963,12.8296,14.7044,3270.7957,40.0586,service_schema_fallback,50,assets_unavailable,hybrid,10,[],
2,1,Add 5 minutes to the oven.,오븐의 작동 시간을 5분 늘려줘.,Add5MinutesToOven,service_list_ver2.0.1.json,(#Oven).oven_addmoretime(300),(#Oven).oven_addmoretime(300),100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,[],not used (schema fallback),full schema fallback,"Premapping was not used for this row. The prompt received the full schema fallback (50 categories) from service_list_ver2.0.1.json. For readability, the report shows only the schema categories directly relevant to the GT/generated code.",0,"[""AirConditioner"", ""AirPurifier"", ""AirQualitySensor"", ""ArmRobot"", ""AudioRecorder"", ""Button"", ""Camera"", ""CarbonDioxideSensor"", ""Charger"", ""Clock"", ""CloudServiceProvider"", ""ColorControl"", ""ContactSensor"", ""Dehumidifier"", ""DimmerSwitch"", ""Dishwasher"", ""Door"", ""DoorLock"", ""EmailProvider"", ""FaceRecognizer"", ""Humidifier"", ""HumiditySensor"", ""LaundryDryer"", ""LeakSensor"", ""LevelControl"", ""Light"", ""LightSensor"", ""MenuProvider"", ""MotionSensor"", ""Oven"", ""Plug"", ""PresenceSensor"", ""PresenceVitalSensor"", ""PressureSensor"", ""Pump"", ""RainSensor"", ""RiceCooker"", ""RobotVacuumCleaner"", ""Safe"", ""Siren"", ""SmokeDetector"", ""SoundSensor"", ""Speaker"", ""Switch"", ""TapDialSwitch"", ""Television"", ""TemperatureSensor"", ""Valve"", ""WeatherProvider"", ""WindowCovering""]","[""Oven""]",41927,49,41976,13.521,15.4094,3104.5041,40.0588,service_schema_fallback,50,assets_unavailable,hybrid,10,[],
3,1,Start the rice cooker on cooking mode for 30 minutes.,밥솥을 조리 모드로 30분 작동시켜.,StartRiceCookerOnCookingModeFor30Minutes,service_list_ver2.0.1.json,"(#RiceCooker).ricecooker_setcookingparameters(""cooking"", 1800)",,16.5,False,strict,False,0.3,0.0,0.0,1.0,0.0,0.0,"[""arg_type"", ""enum_grounding"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding"", ""precondition"", ""semantic"", ""service_match""]",not used (schema fallback),full schema fallback,"Premapping was not used for this row. The prompt received the full schema fallback (50 categories) from service_list_ver2.0.1.json. For readability, the report shows only the schema categories directly relevant to the GT/generated code.",0,"[""AirConditioner"", ""AirPurifier"", ""AirQualitySensor"", ""ArmRobot"", ""AudioRecorder"", ""Button"", ""Camera"", ""CarbonDioxideSensor"", ""Charger"", ""Clock"", ""CloudServiceProvider"", ""ColorControl"", ""ContactSensor"", ""Dehumidifier"", ""DimmerSwitch"", ""Dishwasher"", ""Door"", ""DoorLock"", ""EmailProvider"", ""FaceRecognizer"", ""Humidifier"", ""HumiditySensor"", ""LaundryDryer"", ""LeakSensor"", ""LevelControl"", ""Light"", ""LightSensor"", ""MenuProvider"", ""MotionSensor"", ""Oven"", ""Plug"", ""PresenceSensor"", ""PresenceVitalSensor"", ""PressureSensor"", ""Pump"", ""RainSensor"", ""RiceCooker"", ""RobotVacuumCleaner"", ""Safe"", ""Siren"", ""SmokeDetector"", ""SoundSensor"", ""Speaker"", ""Switch"", ""TapDialSwitch"", ""Television"", ""TemperatureSensor"", ""Valve"", ""WeatherProvider"", ""WindowCovering""]","[""RiceCooker""]",41935,39,41974,12.9751,14.8505,3234.9654,40.0632,service_schema_fallback,50,assets_unavailable,hybrid,10,[],
4,1,Set the siren to emergency mode.,사이렌을 응급모드로 울려줘.,SetSirenToEmergencyMode,service_list_ver2.0.1.json,"(#Siren).siren_setsirenmode(""emergency"")","(#Siren).siren_setsirenmode(""emergency"")",100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,[],not used (schema fallback),full schema fallback,"Premapping was not used for this row. The prompt received the full schema fallback (50 categories) from service_list_ver2.0.1.json. For readability, the report shows only the schema categories directly relevant to the GT/generated code.",0,"[""AirConditioner"", ""AirPurifier"", ""AirQualitySensor"", ""ArmRobot"", ""AudioRecorder"", ""Button"", ""Camera"", ""CarbonDioxideSensor"", ""Charger"", ""Clock"", ""CloudServiceProvider"", ""ColorControl"", ""ContactSensor"", ""Dehumidifier"", ""DimmerSwitch"", ""Dishwasher"", ""Door"", ""DoorLock"", ""EmailProvider"", ""FaceRecognizer"", ""Humidifier"", ""HumiditySensor"", ""LaundryDryer"", ""LeakSensor"", ""LevelControl"", ""Light"", ""LightSensor"", ""MenuProvider"", ""MotionSensor"", ""Oven"", ""Plug"", ""PresenceSensor"", ""PresenceVitalSensor"", ""PressureSensor"", ""Pump"", ""RainSensor"", ""RiceCooker"", ""RobotVacuumCleaner"", ""Safe"", ""Siren"", ""SmokeDetector"", ""SoundSensor"", ""Speaker"", ""Switch"", ""TapDialSwitch"", ""Television"", ""TemperatureSensor"", ""Valve"", ""WeatherProvider"", ""WindowCovering""]","[""Siren""]",41926,49,41975,13.5703,15.4499,3093.152,40.0586,service_schema_fallback,50,assets_unavailable,hybrid,10,[],
5,1,Set the speaker volume to 30.,스피커의 볼륨을 30으로 설정해줘.,SetSpeakerVolumeTo30,service_list_ver2.0.1.json,(#Speaker).speaker_setvolume(30),(#Speaker).speaker_setvolume(30),100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,[],not used (schema fallback),full schema fallback,"Premapping was not used for this row. The prompt received the full schema fallback (50 categories) from service_list_ver2.0.1.json. For readability, the report shows only the schema categories directly relevant to the GT/generated code.",0,"[""AirConditioner"", ""AirPurifier"", ""AirQualitySensor"", ""ArmRobot"", ""AudioRecorder"", ""Button"", ""Camera"", ""CarbonDioxideSensor"", ""Charger"", ""Clock"", ""CloudServiceProvider"", ""ColorControl"", ""ContactSensor"", ""Dehumidifier"", ""DimmerSwitch"", ""Dishwasher"", ""Door"", ""DoorLock"", ""EmailProvider"", ""FaceRecognizer"", ""Humidifier"", ""HumiditySensor"", ""LaundryDryer"", ""LeakSensor"", ""LevelControl"", ""Light"", ""LightSensor"", ""MenuProvider"", ""MotionSensor"", ""Oven"", ""Plug"", ""PresenceSensor"", ""PresenceVitalSensor"", ""PressureSensor"", ""Pump"", ""RainSensor"", ""RiceCooker"", ""RobotVacuumCleaner"", ""Safe"", ""Siren"", ""SmokeDetector"", ""SoundSensor"", ""Speaker"", ""Switch"", ""TapDialSwitch"", ""Television"", ""TemperatureSensor"", ""Valve"", ""WeatherProvider"", ""WindowCovering""]","[""Speaker""]",41931,43,41974,13.2193,15.1017,3175.2059,40.0596,service_schema_fallback,50,assets_unavailable,hybrid,10,[],
31,2,Set the living room light to yellow.,거실 조명을 노란색으로 설정해줘.,SetLivingRoomLightToYellow,service_list_ver2.0.1.json,"(#LivingRoom #Light).colorcontrol_setcolor(""255,255,0"")","(#LivingRoom #Light).light_movetorgb(255, 255, 0)",100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,[],not used (connected_devices scope),connected_devices scope,"Prompt context came from connected_devices, so retrieval was skipped. 2 connected-device category group(s) were injected.",0,"[""Light"", ""ColorControl""]","[""Light"", ""ColorControl""]",15690,60,15750,5.2178,7.0727,3018.5135,32.2131,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],
32,2,Capture an image of the meeting room with the camera.,카메라로 회의실 사진을 촬영해줘.,CaptureImageOfMeetingRoomWithCamera,service_list_ver2.0.1.json,(#MeetingRoom #Camera).camera_captureimage(),(#MeetingRoom #Camera).camera_captureimage(),100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,[],not used (connected_devices scope),connected_devices scope,"Prompt context came from connected_devices, so retrieval was skipped. 1 connected-device category group(s) were injected.",0,"[""Camera""]","[""Camera""]",13001,44,13045,3.9071,5.7893,3338.7935,31.4069,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],
33,2,Set the brightness of the living room light to 80%.,거실 조명의 밝기를 80%로 설정해줘.,SetBrightnessOfLivingRoomLightTo80,service_list_ver2.0.1.json,"(#LivingRoom #Light).light_movetobrightness(80, 0)","(#LivingRoom #Light).light_movetobrightness(80, 0)",100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,[],not used (connected_devices scope),connected_devices scope,"Prompt context came from connected_devices, so retrieval was skipped. 1 connected-device category group(s) were injected.",0,"[""Light""]","[""Light""]",14950,53,15003,4.7493,6.6019,3158.9919,31.9895,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],
34,2,Set all dehumidifiers in the lab to AI drying mode.,연구실 제습기를 모두 AI건조모드로 설정해줘.,SetAllDehumidifiersInLabToAIDryingMode,service_list_ver2.0.1.json,"all(#Lab #Dehumidifier).dehumidifier_setdehumidifiermode(""AIDrying"")","all(#Lab #Dehumidifier).dehumidifier_setdehumidifiermode(""AIDrying"")",100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,[],not used (connected_devices scope),connected_devices scope,"Prompt context came from connected_devices, so retrieval was skipped. 1 connected-device category group(s) were injected.",0,"[""Dehumidifier""]","[""Dehumidifier""]",12964,67,13031,4.7405,6.5953,2748.8662,31.3984,connected_devices_only,3,skipped_connected_devices_present,hybrid,10,[],
35,2,Set the hue of the living room light to 240 and the saturation to 80.,"거실 조명의 색조는 240, 채도는 80으로 맞춰줘.",SetHueOfLivingRoomLightTo240,service_list_ver2.0.1.json,"(#LivingRoom #Light).light_movetohueandsaturation(240, 80)","(#LivingRoom #Light).light_movetohueandsaturation(240, 80)",100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,[],not used (connected_devices scope),connected_devices scope,"Prompt context came from connected_devices, so retrieval was skipped. 1 connected-device category group(s) were injected.",0,"[""Light""]","[""Light""]",14959,62,15021,5.0911,6.9392,2950.4429,31.9921,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],
