model_key,model_label,category,generation,genome_id,fitness,train_avg_det_score,train_variance,train_det_pass_rate,train_gt_exact_rate,validation_avg_det_score,validation_variance,validation_det_pass_rate,validation_gt_exact_rate,prompt_tokens,llm_latency_sec,peak_vram_gb,block_01,block_02,block_03,block_06,failure_summary,rank_scope
gemma2_9b_it,Gemma-2-9B-it,1,1,gene-098638c2-c76b-ae2f-7836-f12c65e1112d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91897,50.3754,28.0805,01_preamble.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,03_postprocessor.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_full.txt,"{""invalid_json"": 4}",generation_best
gemma2_9b_it,Gemma-2-9B-it,1,2,clone-18528b07-d678-2de8-fcff-2254ebb50fbf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_compact.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_compact.txt,"{""invalid_json"": 4}",generation_best
gemma2_9b_it,Gemma-2-9B-it,1,3,clone-138052a4-e2eb-b6df-ac33-70ee2fe59c7f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,02_generator_prompt.txt,03_postprocessor.txt,06_det_helper.txt,"{""invalid_json"": 4}",generation_best
gemma2_9b_it,Gemma-2-9B-it,1,4,clone-138052a4-e2eb-b6df-ac33-70ee2fe59c7f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,02_generator_prompt.txt,03_postprocessor.txt,06_det_helper.txt,"{""invalid_json"": 4}",generation_best
gemma2_9b_it,Gemma-2-9B-it,1,5,clone-138052a4-e2eb-b6df-ac33-70ee2fe59c7f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,02_generator_prompt.txt,03_postprocessor.txt,06_det_helper.txt,"{""invalid_json"": 4}",generation_best
gemma2_9b_it,Gemma-2-9B-it,1,6,clone-138052a4-e2eb-b6df-ac33-70ee2fe59c7f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,02_generator_prompt.txt,03_postprocessor.txt,06_det_helper.txt,"{""invalid_json"": 4}",generation_best
gemma2_9b_it,Gemma-2-9B-it,1,7,clone-138052a4-e2eb-b6df-ac33-70ee2fe59c7f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,02_generator_prompt.txt,03_postprocessor.txt,06_det_helper.txt,"{""invalid_json"": 4}",generation_best
gemma2_9b_it,Gemma-2-9B-it,1,8,clone-138052a4-e2eb-b6df-ac33-70ee2fe59c7f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,02_generator_prompt.txt,03_postprocessor.txt,06_det_helper.txt,"{""invalid_json"": 4}",generation_best
gemma2_9b_it,Gemma-2-9B-it,1,9,clone-138052a4-e2eb-b6df-ac33-70ee2fe59c7f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,02_generator_prompt.txt,03_postprocessor.txt,06_det_helper.txt,"{""invalid_json"": 4}",generation_best
gemma2_9b_it,Gemma-2-9B-it,1,10,clone-0bc76bf0-2516-625c-af66-455e7193a9fe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,02_generator_prompt.txt,03_postprocessor.txt,06_det_helper.txt,"{""invalid_json"": 4}",generation_best
gemma2_9b_it,Gemma-2-9B-it,2,1,gene-052d6730-71b6-1181-9779-6c6e23bf8fae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94631,122.3522,31.577,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,03_postprocessor.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_full.txt,"{""invalid_json"": 4}",generation_best
gemma2_9b_it,Gemma-2-9B-it,2,2,clone-3367eafe-6b4b-b09d-747e-98700404d64e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65227,72.7073,25.297,01_preamble.txt,02_generator_prompt.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_compact.txt,"{""invalid_json"": 4}",generation_best
gemma2_9b_it,Gemma-2-9B-it,2,3,clone-1ec4ff2f-3e85-e2a9-7788-f20ae8be1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65227,72.8879,25.296,01_preamble.txt,02_generator_prompt.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_compact.txt,"{""invalid_json"": 4}",generation_best
gemma2_9b_it,Gemma-2-9B-it,2,4,clone-1ec4ff2f-3e85-e2a9-7788-f20ae8be1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65227,72.8189,25.296,01_preamble.txt,02_generator_prompt.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_compact.txt,"{""invalid_json"": 4}",generation_best
