row_no,category,row_category,command_eng,command_kor,gt,gt_name,gt_cron,gt_period,gt_code,warmup_excluded,gpt41_mini__det_score,gpt41_mini__det_pass,gpt41_mini__det_profile,gpt41_mini__det_gt_exact,gpt41_mini__det_gt_similarity,gpt41_mini__det_gt_service_coverage,gpt41_mini__det_gt_service_precision,gpt41_mini__det_gt_receiver_coverage,gpt41_mini__det_dataflow_score,gpt41_mini__det_numeric_grounding,gpt41_mini__det_enum_grounding,gpt41_mini__failure_reasons,gpt41_mini__output,gpt41_mini__output_name,gpt41_mini__output_cron,gpt41_mini__output_period,gpt41_mini__output_code,gpt41_mini__prompt_chars,gpt41_mini__prompt_tokens,gpt41_mini__completion_tokens,gpt41_mini__total_tokens,gpt41_mini__llm_latency_sec,gpt41_mini__total_pipeline_sec,gpt41_mini__tokens_per_sec,gpt41_mini__peak_vram_gb,gpt41_mini__generation_error_type,gpt41_mini__oom_flag,gpt41_mini__worker_python,gpt41_mini__resolved_model_path,gpt41_mini__service_list_snippet_source,gpt41_mini__service_list_device_count,gpt41_mini__service_list_retrieval_status,gpt41_mini__service_list_retrieval_mode,gpt41_mini__service_list_retrieval_topk,gpt41_mini__service_list_retrieval_categories,gpt41_mini__prompt_render_mode,gpt41_mini__prompt_assets_dir,gpt41_mini__warmup_excluded,gpt41_mini__row_category
61,3,3,"If the audio recorder is recording, stop recording and save as test.mp3; otherwise, start recording.",녹음기가 녹음중이면 녹음을 중지하고 test.mp3로 저장해줘. 녹음중이 아니면 녹음을 시작해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#AudioRecorder).recorderstatus == \""recording\"") {\n\n    (#AudioRecorder).audiorecorder_recordstop(\""test.mp3\"")\n\n} else {\n\n    (#AudioRecorder).audiorecorder_recordstart()\n\n}""}",,,0,"
if ((#AudioRecorder).recorderstatus == ""recording"") {

    (#AudioRecorder).audiorecorder_recordstop(""test.mp3"")

} else {

    (#AudioRecorder).audiorecorder_recordstart()

}",False,97.6651,True,strict,False,0.983019,1.0,0.666667,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","{""name"":""ToggleAudioRecorderWithSave"",""cron"":"""",""period"":0,""code"":""if ((#AudioRecorder).audiorecorder_recordstatus == \""recording\"") {\n    (#AudioRecorder).audiorecorder_recordstop(\""test.mp3\"")\n} else {\n    (#AudioRecorder).audiorecorder_recordstart()\n}""}",ToggleAudioRecorderWithSave,,0,"if ((#AudioRecorder).audiorecorder_recordstatus == ""recording"") {
    (#AudioRecorder).audiorecorder_recordstop(""test.mp3"")
} else {
    (#AudioRecorder).audiorecorder_recordstart()
}",81489,18835,73,18908,1.8323,7.0997,10319.2709,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""AudioRecorder"", ""SoundSensor"", ""Camera"", ""ArmRobot"", ""Speaker"", ""Siren"", ""AirQualitySensor"", ""Plug"", ""PressureSensor"", ""Charger""]",blocks,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
62,3,3,Stop charging if the voltage is 220V or higher.,"충전 전압이 220볼트 이상이면, 충전을 멈춰줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Charger).charger_voltage >= 220000) {\n\n    (#Charger).switch_off()\n\n}""}",,,0,"
if ((#Charger).charger_voltage >= 220000) {

    (#Charger).switch_off()

}",False,94.9955,True,strict,False,0.959091,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch"", ""semantic""]","{""name"":""StopChargingIfVoltage220VOrHigher"",""cron"":"""",""period"":0,""code"":""wait until ((#Charger).charger_voltage >= 220000)\n(#Charger).switch_off()""}",StopChargingIfVoltage220VOrHigher,,0,"wait until ((#Charger).charger_voltage >= 220000)
(#Charger).switch_off()",76141,17808,43,17851,1.9692,2.9521,9065.1026,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Charger"", ""Plug"", ""ArmRobot"", ""CarbonDioxideSensor"", ""PresenceVitalSensor"", ""ColorControl"", ""Pump"", ""LevelControl"", ""AudioRecorder"", ""PressureSensor""]",blocks,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
63,3,3,"If the cloud service is activated, upload test.png file to the cloud.","클라우드 서비스가 활성화되어있으면, test.png 파일을 클라우드에 업로드해줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#CloudServiceProvider).cloudserviceprovider_isavailable == true) {\n\n    (#CloudServiceProvider).cloudserviceprovider_uploadfile(\""test.png\"")\n\n}""}",,,0,"
if ((#CloudServiceProvider).cloudserviceprovider_isavailable == true) {

    (#CloudServiceProvider).cloudserviceprovider_uploadfile(""test.png"")

}",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""UploadTestFileIfCloudServiceActivated"",""cron"":"""",""period"":0,""code"":""if ((#CloudServiceProvider).cloudserviceprovider_isavailable == true) {\n    (#CloudServiceProvider).cloudserviceprovider_uploadfile(\""test.png\"")\n}""}",UploadTestFileIfCloudServiceActivated,,0,"if ((#CloudServiceProvider).cloudserviceprovider_isavailable == true) {
    (#CloudServiceProvider).cloudserviceprovider_uploadfile(""test.png"")
}",84921,19511,55,19566,2.2409,3.2081,8731.3133,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""RainSensor"", ""CloudServiceProvider"", ""MenuProvider"", ""LevelControl"", ""EmailProvider"", ""WeatherProvider"", ""Charger"", ""ColorControl"", ""Button"", ""AirQualitySensor""]",blocks,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
64,3,3,"If the oven is in grill mode, add 4 more minutes.","오븐이 그릴 모드이면, 시간을 4분 더 추가해줘","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Oven).oven_ovenmode == \""grill\"") {\n\n    (#Oven).oven_addmoretime(240)\n\n}""}",,,0,"
if ((#Oven).oven_ovenmode == ""grill"") {

    (#Oven).oven_addmoretime(240)

}",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""Add4MinutesIfOvenInGrillMode"",""cron"":"""",""period"":0,""code"":""if ((#Oven).oven_ovenmode == \""grill\"") {\n    (#Oven).oven_addmoretime(240)\n}""}",Add4MinutesIfOvenInGrillMode,,0,"if ((#Oven).oven_ovenmode == ""grill"") {
    (#Oven).oven_addmoretime(240)
}",79948,18738,54,18792,2.6202,3.5603,7171.9716,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Oven"", ""RiceCooker"", ""MenuProvider"", ""ArmRobot"", ""Dishwasher"", ""Siren"", ""Clock"", ""SmokeDetector"", ""AirConditioner"", ""Button""]",blocks,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
65,3,3,"If the rice cooker is on keep-warm mode, switch it to cooking mode.","밥솥이 보온 모드이면, 조리 모드로 변경해줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#RiceCooker).ricecooker_ricecookermode == \""keepWarm\"") {\n\n    (#RiceCooker).ricecooker_setricecookermode(\""cooking\"")\n\n}""}",,,0,"
if ((#RiceCooker).ricecooker_ricecookermode == ""keepWarm"") {

    (#RiceCooker).ricecooker_setricecookermode(""cooking"")

}",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""SwitchRiceCookerKeepWarmToCooking"",""cron"":"""",""period"":0,""code"":""if ((#RiceCooker).ricecooker_ricecookermode == \""keepWarm\"") {\n    (#RiceCooker).ricecooker_setricecookermode(\""cooking\"")\n}""}",SwitchRiceCookerKeepWarmToCooking,,0,"if ((#RiceCooker).ricecooker_ricecookermode == ""keepWarm"") {
    (#RiceCooker).ricecooker_setricecookermode(""cooking"")
}",74828,17622,64,17686,1.7899,2.7515,9880.9989,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""RiceCooker"", ""Oven"", ""ArmRobot"", ""AirConditioner"", ""Dishwasher"", ""RobotVacuumCleaner"", ""Switch"", ""TemperatureSensor"", ""Pump"", ""CarbonDioxideSensor""]",blocks,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
66,3,3,"If today is holiday, send an email to ""test@example.com"" with the subject ""Holiday"" and the message ""Today is holiday."".","오늘이 공휴일이면 ""test@example.com""으로 ""오늘은 공휴일입니다.""라는 내용을 ""공휴일"" 제목으로 이메일을 보내줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Clock).clock_isholiday == true) {\n\n    (#EmailProvider).emailprovider_sendmail(\""test@example.com\"", \""Holiday\"", \""Today is holiday.\"")\n\n}""}",,,0,"
if ((#Clock).clock_isholiday == true) {

    (#EmailProvider).emailprovider_sendmail(""test@example.com"", ""Holiday"", ""Today is holiday."")

}",False,97.6813,True,strict,False,0.93625,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","{""name"":""SendHolidayEmailIfTodayIsHoliday"",""cron"":"""",""period"":0,""code"":""if ((#Clock).clock_isholiday == true) {\n    (#EmailProvider).emailprovider_sendmail(\""test@example.com\"",\""공휴일\"",\""오늘은 공휴일입니다.\"")\n}""}",SendHolidayEmailIfTodayIsHoliday,,0,"if ((#Clock).clock_isholiday == true) {
    (#EmailProvider).emailprovider_sendmail(""test@example.com"",""공휴일"",""오늘은 공휴일입니다."")
}",81922,19051,63,19114,1.4929,2.4832,12803.2688,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""EmailProvider"", ""Clock"", ""ArmRobot"", ""MenuProvider"", ""Button"", ""Charger"", ""PresenceVitalSensor"", ""TapDialSwitch"", ""CarbonDioxideSensor"", ""ContactSensor""]",blocks,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
67,3,3,"If the outdoor very fine dust level is 15 or higher, sound the emergency siren.","바깥의 초미세먼지 농도가 15 이상이면, 긴급 사이렌을 울려줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#WeatherProvider).weatherprovider_pm25weather >= 15) {\n\n    (#Siren).siren_setsirenmode(\""emergency\"")\n\n}""}",,,0,"
if ((#WeatherProvider).weatherprovider_pm25weather >= 15) {

    (#Siren).siren_setsirenmode(""emergency"")

}",False,92.5636,True,strict,False,0.972727,1.0,1.0,1.0,1.0,1.0,1.0,"[""extraneous"", ""gt_mismatch"", ""semantic""]","{""name"":""SoundEmergencySirenIfOutdoorPm25High"",""cron"":"""",""period"":0,""code"":""wait until ((#WeatherProvider).weatherprovider_pm25weather >= 15)\n(#Siren).siren_setsirenmode(\""emergency\"")""}",SoundEmergencySirenIfOutdoorPm25High,,0,"wait until ((#WeatherProvider).weatherprovider_pm25weather >= 15)
(#Siren).siren_setsirenmode(""emergency"")",75066,17626,52,17678,1.9969,3.1748,8852.7217,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""WeatherProvider"", ""Siren"", ""Door"", ""AirQualitySensor"", ""SoundSensor"", ""SmokeDetector"", ""AirPurifier"", ""CarbonDioxideSensor"", ""ArmRobot"", ""RobotVacuumCleaner""]",blocks,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
68,3,3,"If the charger current is 10 amperes or above, sound the emergency siren.","충전기의 전류가 10암페어 이상이면, 긴급 사이렌을 울려줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Charger).charger_current >= 10) {\n\n    (#Siren).siren_setsirenmode(\""emergency\"")\n\n}""}",,,0,"
if ((#Charger).charger_current >= 10) {

    (#Siren).siren_setsirenmode(""emergency"")

}",False,94.2708,True,strict,False,0.704167,1.0,1.0,1.0,1.0,0.75,1.0,"[""gt_mismatch"", ""numeric_grounding""]","{""name"":""SoundEmergencySirenIfChargerCurrentHigh"",""cron"":"""",""period"":100,""code"":""prev := (#Charger).charger_current\ncurr = (#Charger).charger_current\nif (prev < 10 and curr >= 10) {\n    (#Siren).siren_setsirenmode(\""emergency\"")\n}\nprev = curr""}",SoundEmergencySirenIfChargerCurrentHigh,,100,"prev := (#Charger).charger_current
curr = (#Charger).charger_current
if (prev < 10 and curr >= 10) {
    (#Siren).siren_setsirenmode(""emergency"")
}
prev = curr",72715,17162,75,17237,1.9803,3.0278,8704.2367,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Siren"", ""Charger"", ""ArmRobot"", ""SoundSensor"", ""Plug"", ""PresenceVitalSensor"", ""Pump"", ""Safe"", ""CarbonDioxideSensor"", ""PressureSensor""]",blocks,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
69,3,3,"If the pump is in normal mode, set it to maximum mode.",펌프가 노말 모드이면 맥시멈 모드로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Pump).pump_pumpmode == \""normal\"") {\n\n    (#Pump).pump_setpumpmode(\""maximum\"")\n\n}""}",,,0,"
if ((#Pump).pump_pumpmode == ""normal"") {

    (#Pump).pump_setpumpmode(""maximum"")

}",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""SetPumpToMaximumIfNormal"",""cron"":"""",""period"":0,""code"":""if ((#Pump).pump_pumpmode == \""normal\"") {\n    (#Pump).pump_setpumpmode(\""maximum\"")\n}""}",SetPumpToMaximumIfNormal,,0,"if ((#Pump).pump_pumpmode == ""normal"") {
    (#Pump).pump_setpumpmode(""maximum"")
}",72878,17278,48,17326,1.9665,2.9289,8810.5772,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Pump"", ""ArmRobot"", ""RobotVacuumCleaner"", ""Oven"", ""Charger"", ""Valve"", ""Button"", ""Plug"", ""Dishwasher"", ""PressureSensor""]",blocks,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
70,3,3,"If the speaker is playing, stop it.","스피커가 재생중이면, 멈춰줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Speaker).speaker_playbackstate == \""playing\"") {\n\n    (#Speaker).speaker_stop()\n\n}""}",,,0,"
if ((#Speaker).speaker_playbackstate == ""playing"") {

    (#Speaker).speaker_stop()

}",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""StopSpeakerIfPlaying"",""cron"":"""",""period"":0,""code"":""if ((#Speaker).speaker_playbackstate == \""playing\"") {\n    (#Speaker).speaker_stop()\n}""}",StopSpeakerIfPlaying,,0,"if ((#Speaker).speaker_playbackstate == ""playing"") {
    (#Speaker).speaker_stop()
}",81480,18827,41,18868,2.4328,3.4453,7755.6725,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""AudioRecorder"", ""SoundSensor"", ""ArmRobot"", ""Siren"", ""Television"", ""TapDialSwitch"", ""Switch"", ""PresenceVitalSensor"", ""PresenceSensor""]",blocks,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,3
