row_no,category,command_eng,command_kor,gt_name_display,service_list_schema,gt_code,generated_code,det_score,det_pass,det_profile,det_gt_exact,det_gt_similarity,det_gt_service_coverage,det_gt_receiver_coverage,det_dataflow_score,det_numeric_grounding,det_enum_grounding,failure_reasons,service_list_retrieval_categories_display,prompt_context_mode,prompt_context_note,prompt_context_effective_topk,prompt_context_injected_categories,prompt_context_displayed_categories,prompt_tokens,completion_tokens,total_tokens,llm_latency_sec,total_pipeline_sec,tokens_per_sec,peak_vram_gb,service_list_snippet_source,service_list_device_count,service_list_retrieval_status,service_list_retrieval_mode,service_list_retrieval_topk,service_list_retrieval_categories,generation_error_type
91,4,"When the contact sensor is detected, turn on the light.",접촉 센서가 감지되면 조명을 켜줘.,WhenContactSensorIsDetectedTurnOnLight,service_list_ver2.0.1.json,"wait until ((#ContactSensor).contactsensor_contact == true)

(#Light).switch_on()","triggered := false
if ((#ContactSensor).contactsensor_contact == true) {
  if (triggered == false) {
    (#Light).switch_on()
    triggered = true
  }
} else {
  triggered = false
}",93.6614,True,strict,False,0.532273,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","PresenceSensor, ContactSensor, LightSensor, PresenceVitalSensor, Light, MotionSensor, CarbonDioxideSensor, TemperatureSensor, Button, ColorControl",retrieval premapping,Retrieval premapping was used for this row. Requested top-10 and injected 10 category group(s) into the prompt.,10,"[""PresenceSensor"", ""ContactSensor"", ""LightSensor"", ""PresenceVitalSensor"", ""Light"", ""MotionSensor"", ""CarbonDioxideSensor"", ""TemperatureSensor"", ""Button"", ""ColorControl""]","[""PresenceSensor"", ""ContactSensor"", ""LightSensor"", ""PresenceVitalSensor"", ""Light"", ""MotionSensor"", ""CarbonDioxideSensor"", ""TemperatureSensor"", ""Button"", ""ColorControl""]",26191,85,26276,2.5116,8.0587,10461.857,0.0,service_retrieval_fallback,10,used,hybrid,10,"[""PresenceSensor"", ""ContactSensor"", ""LightSensor"", ""PresenceVitalSensor"", ""Light"", ""MotionSensor"", ""CarbonDioxideSensor"", ""TemperatureSensor"", ""Button"", ""ColorControl""]",
92,4,"When the presence sensor detects someone, turn on the TV.",재실 센서가 감지되면 TV를 켜줘.,WhenPresenceSensorDetectsSomeoneTurnOnTV,service_list_ver2.0.1.json,"wait until ((#PresenceSensor).presencesensor_presence == true)

(#Television).switch_on()","wait until ((#PresenceSensor).presencesensor_presence == true)
(#Television).switch_on()",100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,[],"PresenceSensor, Television, PresenceVitalSensor, TemperatureSensor, CarbonDioxideSensor, Switch, ContactSensor, MotionSensor, ArmRobot, PressureSensor",retrieval premapping,Retrieval premapping was used for this row. Requested top-10 and injected 10 category group(s) into the prompt.,10,"[""PresenceSensor"", ""Television"", ""PresenceVitalSensor"", ""TemperatureSensor"", ""CarbonDioxideSensor"", ""Switch"", ""ContactSensor"", ""MotionSensor"", ""ArmRobot"", ""PressureSensor""]","[""PresenceSensor"", ""Television"", ""PresenceVitalSensor"", ""TemperatureSensor"", ""CarbonDioxideSensor"", ""Switch"", ""ContactSensor"", ""MotionSensor"", ""ArmRobot"", ""PressureSensor""]",25324,53,25377,1.5811,2.5556,16050.2182,0.0,service_retrieval_fallback,10,used,hybrid,10,"[""PresenceSensor"", ""Television"", ""PresenceVitalSensor"", ""TemperatureSensor"", ""CarbonDioxideSensor"", ""Switch"", ""ContactSensor"", ""MotionSensor"", ""ArmRobot"", ""PressureSensor""]",
93,4,"When the sound sensor value exceeds 50, stop speaker playback.",소리 센서의 수치가 50보다 커지면 스피커 재생을 멈춰줘.,WhenSoundSensorValueExceeds50StopSpeakerPlayback,service_list_ver2.0.1.json,"wait until ((#SoundSensor).soundsensor_sound > 50)

(#Speaker).speaker_stop()","wait until ((#SoundSensor).soundsensor_sound > 50)
(#Speaker).speaker_stop()",100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,[],"Speaker, SoundSensor, AudioRecorder, Siren, PresenceSensor, PressureSensor, ContactSensor, PresenceVitalSensor, ArmRobot, LeakSensor",retrieval premapping,Retrieval premapping was used for this row. Requested top-10 and injected 10 category group(s) into the prompt.,10,"[""Speaker"", ""SoundSensor"", ""AudioRecorder"", ""Siren"", ""PresenceSensor"", ""PressureSensor"", ""ContactSensor"", ""PresenceVitalSensor"", ""ArmRobot"", ""LeakSensor""]","[""Speaker"", ""SoundSensor"", ""AudioRecorder"", ""Siren"", ""PresenceSensor"", ""PressureSensor"", ""ContactSensor"", ""PresenceVitalSensor"", ""ArmRobot"", ""LeakSensor""]",26248,52,26300,1.8378,2.8411,14310.5887,0.0,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""SoundSensor"", ""AudioRecorder"", ""Siren"", ""PresenceSensor"", ""PressureSensor"", ""ContactSensor"", ""PresenceVitalSensor"", ""ArmRobot"", ""LeakSensor""]",
94,4,"When it rains, turn on the dehumidifier.",비가 오면 제습기를 켜줘.,WhenItRainsTurnOnDehumidifier,service_list_ver2.0.1.json,"wait until ((#RainSensor).rainsensor_rain == true)

(#Dehumidifier).switch_on()","wait until ((#RainSensor).rainsensor_rain == true)
(#Dehumidifier).switch_on()",100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,[],"HumiditySensor, RainSensor, Dehumidifier, Humidifier, WeatherProvider, ArmRobot, Dishwasher, AirConditioner, Pump, LaundryDryer",retrieval premapping,Retrieval premapping was used for this row. Requested top-10 and injected 10 category group(s) into the prompt.,10,"[""HumiditySensor"", ""RainSensor"", ""Dehumidifier"", ""Humidifier"", ""WeatherProvider"", ""ArmRobot"", ""Dishwasher"", ""AirConditioner"", ""Pump"", ""LaundryDryer""]","[""HumiditySensor"", ""RainSensor"", ""Dehumidifier"", ""Humidifier"", ""WeatherProvider"", ""ArmRobot"", ""Dishwasher"", ""AirConditioner"", ""Pump"", ""LaundryDryer""]",26219,58,26277,2.0236,2.9962,12985.2738,0.0,service_retrieval_fallback,10,used,hybrid,10,"[""HumiditySensor"", ""RainSensor"", ""Dehumidifier"", ""Humidifier"", ""WeatherProvider"", ""ArmRobot"", ""Dishwasher"", ""AirConditioner"", ""Pump"", ""LaundryDryer""]",
95,4,"When the brightness falls below 100 lux, turn on the light.",밝기가 100 럭스 미만이 되면 조명을 켜줘.,WhenBrightnessFallsBelow100LuxTurnOn,service_list_ver2.0.1.json,"wait until ((#LightSensor).lightsensor_brightness < 100)

(#Light).switch_on()","wait until ((#LightSensor).lightsensor_brightness < 100)
(#Light).switch_on()",100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,[],"LightSensor, Light, ColorControl, DimmerSwitch, ArmRobot, Switch, Plug, Charger, SmokeDetector, Television",retrieval premapping,Retrieval premapping was used for this row. Requested top-10 and injected 10 category group(s) into the prompt.,10,"[""LightSensor"", ""Light"", ""ColorControl"", ""DimmerSwitch"", ""ArmRobot"", ""Switch"", ""Plug"", ""Charger"", ""SmokeDetector"", ""Television""]","[""LightSensor"", ""Light"", ""ColorControl"", ""DimmerSwitch"", ""ArmRobot"", ""Switch"", ""Plug"", ""Charger"", ""SmokeDetector"", ""Television""]",26983,56,27039,1.9534,2.9395,13842.019,0.0,service_retrieval_fallback,10,used,hybrid,10,"[""LightSensor"", ""Light"", ""ColorControl"", ""DimmerSwitch"", ""ArmRobot"", ""Switch"", ""Plug"", ""Charger"", ""SmokeDetector"", ""Television""]",
96,4,"When the carbon dioxide concentration reaches 1000ppm or higher, sound the emergency siren.",이산화탄소 농도가 1000ppm 이상이 되면 긴급 사이렌을 울려줘.,WhenCarbonDioxideConcentrationReaches1000ppmOrHigh,service_list_ver2.0.1.json,"wait until ((#CarbonDioxideSensor).carbondioxidesensor_carbondioxide >= 1000)

(#Siren).siren_setsirenmode(""emergency"")","wait until ((#AirQualitySensor).airqualitysensor_carbondioxide >= 1000)
(#Siren).siren_setsirenmode(""emergency"")",96.3018,True,strict,False,0.927027,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","AirQualitySensor, CarbonDioxideSensor, Siren, ArmRobot, Charger, SoundSensor, AirConditioner, SmokeDetector, PresenceVitalSensor, ColorControl",retrieval premapping,Retrieval premapping was used for this row. Requested top-10 and injected 10 category group(s) into the prompt.,10,"[""AirQualitySensor"", ""CarbonDioxideSensor"", ""Siren"", ""ArmRobot"", ""Charger"", ""SoundSensor"", ""AirConditioner"", ""SmokeDetector"", ""PresenceVitalSensor"", ""ColorControl""]","[""AirQualitySensor"", ""CarbonDioxideSensor"", ""Siren"", ""ArmRobot"", ""Charger"", ""SoundSensor"", ""AirConditioner"", ""SmokeDetector"", ""PresenceVitalSensor"", ""ColorControl""]",26347,69,26416,2.3015,3.3023,11477.7319,0.0,service_retrieval_fallback,10,used,hybrid,10,"[""AirQualitySensor"", ""CarbonDioxideSensor"", ""Siren"", ""ArmRobot"", ""Charger"", ""SoundSensor"", ""AirConditioner"", ""SmokeDetector"", ""PresenceVitalSensor"", ""ColorControl""]",
97,4,"When smoke is detected, sound the fire alarm with the siren.",연기가 감지되면 사이렌으로 화재경보를 울려줘.,WhenSmokeIsDetectedSoundFireAlarmWith,service_list_ver2.0.1.json,"wait until ((#SmokeDetector).smokedetector_smoke == true)

(#Siren).siren_setsirenmode(""fire"")","wait until ((#SmokeDetector).smokedetector_smoke == true)
(#Siren).siren_setsirenmode(""fire"")",100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,[],"PresenceSensor, Siren, SmokeDetector, SoundSensor, ArmRobot, CarbonDioxideSensor, Oven, AirQualitySensor, PresenceVitalSensor, RiceCooker",retrieval premapping,Retrieval premapping was used for this row. Requested top-10 and injected 10 category group(s) into the prompt.,10,"[""PresenceSensor"", ""Siren"", ""SmokeDetector"", ""SoundSensor"", ""ArmRobot"", ""CarbonDioxideSensor"", ""Oven"", ""AirQualitySensor"", ""PresenceVitalSensor"", ""RiceCooker""]","[""PresenceSensor"", ""Siren"", ""SmokeDetector"", ""SoundSensor"", ""ArmRobot"", ""CarbonDioxideSensor"", ""Oven"", ""AirQualitySensor"", ""PresenceVitalSensor"", ""RiceCooker""]",26531,59,26590,2.1412,3.1214,12418.2701,0.0,service_retrieval_fallback,10,used,hybrid,10,"[""PresenceSensor"", ""Siren"", ""SmokeDetector"", ""SoundSensor"", ""ArmRobot"", ""CarbonDioxideSensor"", ""Oven"", ""AirQualitySensor"", ""PresenceVitalSensor"", ""RiceCooker""]",
98,4,"When the button is pushed 3 times, open the valve.",버튼이 세번 눌리면 벨브를 열어줘.,WhenButtonIsPushed3TimesOpenValve,service_list_ver2.0.1.json,"wait until ((#Button).button_button == ""pushed_3x"")

(#Valve).valve_open()","wait until ((#Button).button_button == ""pushed_3x"")
(#Valve).valve_open()",100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,[],"Valve, Button, ArmRobot, TapDialSwitch, Door, Pump, PresenceVitalSensor, Oven, Safe, DimmerSwitch",retrieval premapping,Retrieval premapping was used for this row. Requested top-10 and injected 10 category group(s) into the prompt.,10,"[""Valve"", ""Button"", ""ArmRobot"", ""TapDialSwitch"", ""Door"", ""Pump"", ""PresenceVitalSensor"", ""Oven"", ""Safe"", ""DimmerSwitch""]","[""Valve"", ""Button"", ""ArmRobot"", ""TapDialSwitch"", ""Door"", ""Pump"", ""PresenceVitalSensor"", ""Oven"", ""Safe"", ""DimmerSwitch""]",26951,56,27007,1.7416,2.719,15507.0051,0.0,service_retrieval_fallback,10,used,hybrid,10,"[""Valve"", ""Button"", ""ArmRobot"", ""TapDialSwitch"", ""Door"", ""Pump"", ""PresenceVitalSensor"", ""Oven"", ""Safe"", ""DimmerSwitch""]",
99,4,"When the temperature reaches 35 degrees or higher, set the air conditioner to 30 degrees.",온도가 35도 이상이 되면 에어컨의 목표 온도를 30도로 설정해줘.,WhenTemperatureReaches35DegreesOrHigherSet,service_list_ver2.0.1.json,"wait until ((#TemperatureSensor).temperaturesensor_temperature >= 35)

(#AirConditioner).airconditioner_settargettemperature(30)","wait until ((#TemperatureSensor).temperaturesensor_temperature >= 35)
(#AirConditioner).airconditioner_settargettemperature(30)",100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,[],"TemperatureSensor, AirConditioner, AirPurifier, AirQualitySensor, ArmRobot, LaundryDryer, Dishwasher, WeatherProvider, Oven, Dehumidifier",retrieval premapping,Retrieval premapping was used for this row. Requested top-10 and injected 10 category group(s) into the prompt.,10,"[""TemperatureSensor"", ""AirConditioner"", ""AirPurifier"", ""AirQualitySensor"", ""ArmRobot"", ""LaundryDryer"", ""Dishwasher"", ""WeatherProvider"", ""Oven"", ""Dehumidifier""]","[""TemperatureSensor"", ""AirConditioner"", ""AirPurifier"", ""AirQualitySensor"", ""ArmRobot"", ""LaundryDryer"", ""Dishwasher"", ""WeatherProvider"", ""Oven"", ""Dehumidifier""]",27282,65,27347,1.7296,2.7187,15811.1702,0.0,service_retrieval_fallback,10,used,hybrid,10,"[""TemperatureSensor"", ""AirConditioner"", ""AirPurifier"", ""AirQualitySensor"", ""ArmRobot"", ""LaundryDryer"", ""Dishwasher"", ""WeatherProvider"", ""Oven"", ""Dehumidifier""]",
100,4,"When the safe is unlocked, sound the police siren.",금고가 열리면 경찰 사이렌을 울려줘.,WhenSafeIsUnlockedSoundPoliceSiren,service_list_ver2.0.1.json,"wait until ((#Safe).safe_safestate == ""unlocked"")

(#Siren).siren_setsirenmode(""police"")","wait until ((#Safe).safe_safestate == ""open"")
(#Siren).siren_setsirenmode(""police"")",97.4889,True,strict,False,0.977778,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","Siren, Safe, SoundSensor, ArmRobot, DoorLock, Door, PresenceVitalSensor, AudioRecorder, PressureSensor, Speaker",retrieval premapping,Retrieval premapping was used for this row. Requested top-10 and injected 10 category group(s) into the prompt.,10,"[""Siren"", ""Safe"", ""SoundSensor"", ""ArmRobot"", ""DoorLock"", ""Door"", ""PresenceVitalSensor"", ""AudioRecorder"", ""PressureSensor"", ""Speaker""]","[""Siren"", ""Safe"", ""SoundSensor"", ""ArmRobot"", ""DoorLock"", ""Door"", ""PresenceVitalSensor"", ""AudioRecorder"", ""PressureSensor"", ""Speaker""]",26755,60,26815,2.6406,3.6174,10154.889,0.0,service_retrieval_fallback,10,used,hybrid,10,"[""Siren"", ""Safe"", ""SoundSensor"", ""ArmRobot"", ""DoorLock"", ""Door"", ""PresenceVitalSensor"", ""AudioRecorder"", ""PressureSensor"", ""Speaker""]",
