model_key,model_label,row_no,row_category,command_eng,command_kor,det_score,det_pass,gt_exact,failure_reasons,prompt_chars,prompt_tokens,completion_tokens,total_tokens,llm_latency_sec,total_pipeline_sec,tokens_per_sec,peak_vram_gb,generation_error_type,generation_error_types,oom_flag,worker_python,resolved_model_path,warmup_excluded,selected_candidate_index,repair_applied,candidate_count,generation_call_count,repair_call_count,row_success
llama31_8b,Llama-3.1-8B-Instruct,1,1,Switch the dishwasher to dry mode.,식기세척기를 건조 모드로 설정해줘.,0.0,False,False,"[""invalid_json""]",103159,27241,256,27497,16.2302,20.8944,1694.1874,21.3192,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct/snapshots/0e9e39f249a16976918f6564b8830bc894c89659,False,0,False,1,1,0,False
llama31_8b,Llama-3.1-8B-Instruct,2,1,Add 5 minutes to the oven.,오븐의 작동 시간을 5분 늘려줘.,100.0,True,True,[],101481,26880,216,27096,14.5276,19.2539,1865.1395,21.2408,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct/snapshots/0e9e39f249a16976918f6564b8830bc894c89659,False,0,False,1,1,0,True
llama31_8b,Llama-3.1-8B-Instruct,3,1,Start the rice cooker on cooking mode for 30 minutes.,밥솥을 조리 모드로 30분 작동시켜.,0.0,False,False,"[""invalid_json""]",102838,27073,256,27329,16.3805,20.9424,1668.3862,21.2833,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct/snapshots/0e9e39f249a16976918f6564b8830bc894c89659,False,0,False,1,1,0,False
llama31_8b,Llama-3.1-8B-Instruct,4,1,Set the siren to emergency mode.,사이렌을 응급모드로 울려줘.,100.0,True,True,[],103873,27363,43,27406,7.8579,12.5562,3487.7003,21.3486,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct/snapshots/0e9e39f249a16976918f6564b8830bc894c89659,False,0,False,1,1,0,True
llama31_8b,Llama-3.1-8B-Instruct,5,1,Set the speaker volume to 30.,스피커의 볼륨을 30으로 설정해줘.,100.0,True,True,[],102018,26740,38,26778,7.4472,12.1841,3595.7138,21.2075,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct/snapshots/0e9e39f249a16976918f6564b8830bc894c89659,False,0,False,1,1,0,True
llama31_8b,Llama-3.1-8B-Instruct,31,2,Set the living room light to yellow.,거실 조명을 노란색으로 설정해줘.,0.0,False,False,"[""invalid_json""]",95119,24932,256,25188,15.5105,17.9155,1623.9322,20.7828,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct/snapshots/0e9e39f249a16976918f6564b8830bc894c89659,False,0,False,1,1,0,False
llama31_8b,Llama-3.1-8B-Instruct,32,2,Capture an image of the meeting room with the camera.,카메라로 회의실 사진을 촬영해줘.,100.0,True,True,[],90827,23833,37,23870,6.5821,8.9877,3626.5022,20.5256,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct/snapshots/0e9e39f249a16976918f6564b8830bc894c89659,False,0,False,1,1,0,True
llama31_8b,Llama-3.1-8B-Instruct,33,2,Set the brightness of the living room light to 80%.,거실 조명의 밝기를 80%로 설정해줘.,93.2031,True,False,"[""arg_type"", ""gt_mismatch"", ""numeric_grounding""]",94354,24734,249,24983,15.2145,17.6684,1642.052,20.7358,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct/snapshots/0e9e39f249a16976918f6564b8830bc894c89659,False,0,False,1,1,0,True
llama31_8b,Llama-3.1-8B-Instruct,34,2,Set all dehumidifiers in the lab to AI drying mode.,연구실 제습기를 모두 AI건조모드로 설정해줘.,69.9,False,False,"[""enum_grounding"", ""gt_mismatch""]",89119,23466,60,23526,7.4034,9.7845,3177.7292,20.4422,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct/snapshots/0e9e39f249a16976918f6564b8830bc894c89659,False,0,False,1,1,0,False
llama31_8b,Llama-3.1-8B-Instruct,35,2,Set the hue of the living room light to 240 and the saturation to 80.,"거실 조명의 색조는 240, 채도는 80으로 맞춰줘.",0.0,False,False,"[""invalid_json""]",94380,24747,256,25003,15.5532,17.9665,1607.5791,20.7385,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct/snapshots/0e9e39f249a16976918f6564b8830bc894c89659,False,0,False,1,1,0,False
