index,category,command_kor,command_eng,gt_raw,connected_devices,gt,row_no,profile,genome_id,genome_seed,run_id,candidate_count,candidates,candidate_metadata,prompt_log_paths,generation_status,llm_mode,llm_model,output,selected_candidate_index,repair_applied,repair_log_path,det_valid_json,det_schema_ok,det_service_match,det_arg_type_ok,det_precondition_ok,det_semantic_ok,det_min_extraneous,det_gt_exact,det_gt_similarity,det_score,det_failure_reasons,det_resolved_services
1,1,식기세척기를 건조 모드로 설정해줘.,Switch the dishwasher to dry mode.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Dishwasher).SetDishwasherMode(\""dry\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Dishwasher).Dishwasher_SetDishwasherMode(\""dry\"")""}",1,version0_15_update20260413,gen-10d1e822-839a-a138-8806-3c64fda98499__llama31_8b,975035167,suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15,1,"[""""]","[{""candidate_index"": 0, ""strategy"": ""compact_json"", ""error"": ""We couldn't connect to 'https://huggingface.co' to load the files, and couldn't find them in the cached files.\nCheck your internet connection or see how to run the library in offline mode at 'https://huggingface.co/docs/transformers/installation#offline-mode'."", ""block_manifest"": [{""id"": ""01"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/01_preamble.txt"", ""metadata"": {""id"": ""01"", ""role"": ""preprocessor"", ""params"": ""temperature, micro_rules"", ""description"": ""Global deterministic JOILang generation rules and schema-faithful behavior."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}, {""id"": ""02"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/02_generator_prompt.txt"", ""metadata"": {""id"": ""02"", ""role"": ""generator"", ""params"": ""temperature, few_shot_count, max_tokens, micro_rules"", ""description"": ""Main JOILang generator block with deterministic JSON-only output and schema-grounded exemplars."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}, {candidate_strategy}""}}, {""id"": ""03"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/03_postprocessor.txt"", ""metadata"": {""id"": ""03"", ""role"": ""postprocessor"", ""params"": ""max_tokens, micro_rules"", ""description"": ""Final JOILang output scrubber that enforces JSON shape and strips explanation drift."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}]}]","[""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15/row_001_cand_1.json""]",partial_error,worker,meta-llama/Llama-3.1-8B-Instruct,,0,False,,False,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,"[""invalid_json""]",[]
2,1,오븐의 작동 시간을 5분 늘려줘.,Add 5 minutes to the oven.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Oven).AddMoreTime(300)""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Oven).Oven_AddMoreTime(300)""}",2,version0_15_update20260413,gen-10d1e822-839a-a138-8806-3c64fda98499__llama31_8b,975035167,suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15,1,"[""""]","[{""candidate_index"": 0, ""strategy"": ""compact_json"", ""error"": ""We couldn't connect to 'https://huggingface.co' to load the files, and couldn't find them in the cached files.\nCheck your internet connection or see how to run the library in offline mode at 'https://huggingface.co/docs/transformers/installation#offline-mode'."", ""block_manifest"": [{""id"": ""01"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/01_preamble.txt"", ""metadata"": {""id"": ""01"", ""role"": ""preprocessor"", ""params"": ""temperature, micro_rules"", ""description"": ""Global deterministic JOILang generation rules and schema-faithful behavior."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}, {""id"": ""02"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/02_generator_prompt.txt"", ""metadata"": {""id"": ""02"", ""role"": ""generator"", ""params"": ""temperature, few_shot_count, max_tokens, micro_rules"", ""description"": ""Main JOILang generator block with deterministic JSON-only output and schema-grounded exemplars."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}, {candidate_strategy}""}}, {""id"": ""03"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/03_postprocessor.txt"", ""metadata"": {""id"": ""03"", ""role"": ""postprocessor"", ""params"": ""max_tokens, micro_rules"", ""description"": ""Final JOILang output scrubber that enforces JSON shape and strips explanation drift."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}]}]","[""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15/row_002_cand_1.json""]",partial_error,worker,meta-llama/Llama-3.1-8B-Instruct,,0,False,,False,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,"[""invalid_json""]",[]
3,1,밥솥을 조리 모드로 30분 작동시켜.,Start the rice cooker on cooking mode for 30 minutes.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#RiceCooker).SetCookingParameters(\""cooking\"", 1800)""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#RiceCooker).RiceCooker_SetCookingParameters(\""cooking\"", 1800)""}",3,version0_15_update20260413,gen-10d1e822-839a-a138-8806-3c64fda98499__llama31_8b,975035167,suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15,1,"[""""]","[{""candidate_index"": 0, ""strategy"": ""compact_json"", ""error"": ""We couldn't connect to 'https://huggingface.co' to load the files, and couldn't find them in the cached files.\nCheck your internet connection or see how to run the library in offline mode at 'https://huggingface.co/docs/transformers/installation#offline-mode'."", ""block_manifest"": [{""id"": ""01"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/01_preamble.txt"", ""metadata"": {""id"": ""01"", ""role"": ""preprocessor"", ""params"": ""temperature, micro_rules"", ""description"": ""Global deterministic JOILang generation rules and schema-faithful behavior."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}, {""id"": ""02"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/02_generator_prompt.txt"", ""metadata"": {""id"": ""02"", ""role"": ""generator"", ""params"": ""temperature, few_shot_count, max_tokens, micro_rules"", ""description"": ""Main JOILang generator block with deterministic JSON-only output and schema-grounded exemplars."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}, {candidate_strategy}""}}, {""id"": ""03"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/03_postprocessor.txt"", ""metadata"": {""id"": ""03"", ""role"": ""postprocessor"", ""params"": ""max_tokens, micro_rules"", ""description"": ""Final JOILang output scrubber that enforces JSON shape and strips explanation drift."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}]}]","[""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15/row_003_cand_1.json""]",partial_error,worker,meta-llama/Llama-3.1-8B-Instruct,,0,False,,False,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,"[""invalid_json""]",[]
4,1,사이렌을 응급모드로 울려줘.,Set the siren to emergency mode.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Siren).SetSirenMode(\""emergency\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Siren).Siren_SetSirenMode(\""emergency\"")""}",4,version0_15_update20260413,gen-10d1e822-839a-a138-8806-3c64fda98499__llama31_8b,975035167,suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15,1,"[""""]","[{""candidate_index"": 0, ""strategy"": ""compact_json"", ""error"": ""We couldn't connect to 'https://huggingface.co' to load the files, and couldn't find them in the cached files.\nCheck your internet connection or see how to run the library in offline mode at 'https://huggingface.co/docs/transformers/installation#offline-mode'."", ""block_manifest"": [{""id"": ""01"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/01_preamble.txt"", ""metadata"": {""id"": ""01"", ""role"": ""preprocessor"", ""params"": ""temperature, micro_rules"", ""description"": ""Global deterministic JOILang generation rules and schema-faithful behavior."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}, {""id"": ""02"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/02_generator_prompt.txt"", ""metadata"": {""id"": ""02"", ""role"": ""generator"", ""params"": ""temperature, few_shot_count, max_tokens, micro_rules"", ""description"": ""Main JOILang generator block with deterministic JSON-only output and schema-grounded exemplars."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}, {candidate_strategy}""}}, {""id"": ""03"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/03_postprocessor.txt"", ""metadata"": {""id"": ""03"", ""role"": ""postprocessor"", ""params"": ""max_tokens, micro_rules"", ""description"": ""Final JOILang output scrubber that enforces JSON shape and strips explanation drift."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}]}]","[""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15/row_004_cand_1.json""]",partial_error,worker,meta-llama/Llama-3.1-8B-Instruct,,0,False,,False,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,"[""invalid_json""]",[]
5,1,스피커의 볼륨을 30으로 설정해줘.,Set the speaker volume to 30.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Speaker).SetVolume(30)""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Speaker).Speaker_SetVolume(30)""}",5,version0_15_update20260413,gen-10d1e822-839a-a138-8806-3c64fda98499__llama31_8b,975035167,suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15,1,"[""""]","[{""candidate_index"": 0, ""strategy"": ""compact_json"", ""error"": ""We couldn't connect to 'https://huggingface.co' to load the files, and couldn't find them in the cached files.\nCheck your internet connection or see how to run the library in offline mode at 'https://huggingface.co/docs/transformers/installation#offline-mode'."", ""block_manifest"": [{""id"": ""01"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/01_preamble.txt"", ""metadata"": {""id"": ""01"", ""role"": ""preprocessor"", ""params"": ""temperature, micro_rules"", ""description"": ""Global deterministic JOILang generation rules and schema-faithful behavior."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}, {""id"": ""02"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/02_generator_prompt.txt"", ""metadata"": {""id"": ""02"", ""role"": ""generator"", ""params"": ""temperature, few_shot_count, max_tokens, micro_rules"", ""description"": ""Main JOILang generator block with deterministic JSON-only output and schema-grounded exemplars."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}, {candidate_strategy}""}}, {""id"": ""03"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/03_postprocessor.txt"", ""metadata"": {""id"": ""03"", ""role"": ""postprocessor"", ""params"": ""max_tokens, micro_rules"", ""description"": ""Final JOILang output scrubber that enforces JSON shape and strips explanation drift."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}]}]","[""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15/row_005_cand_1.json""]",partial_error,worker,meta-llama/Llama-3.1-8B-Instruct,,0,False,,False,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,"[""invalid_json""]",[]
6,1,TV 채널을 하나 내려줘.,Turn the TV channel down by one.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Television).ChannelDown()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Television).Television_ChannelDown()""}",6,version0_15_update20260413,gen-10d1e822-839a-a138-8806-3c64fda98499__llama31_8b,975035167,suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15,1,"[""""]","[{""candidate_index"": 0, ""strategy"": ""compact_json"", ""error"": ""We couldn't connect to 'https://huggingface.co' to load the files, and couldn't find them in the cached files.\nCheck your internet connection or see how to run the library in offline mode at 'https://huggingface.co/docs/transformers/installation#offline-mode'."", ""block_manifest"": [{""id"": ""01"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/01_preamble.txt"", ""metadata"": {""id"": ""01"", ""role"": ""preprocessor"", ""params"": ""temperature, micro_rules"", ""description"": ""Global deterministic JOILang generation rules and schema-faithful behavior."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}, {""id"": ""02"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/02_generator_prompt.txt"", ""metadata"": {""id"": ""02"", ""role"": ""generator"", ""params"": ""temperature, few_shot_count, max_tokens, micro_rules"", ""description"": ""Main JOILang generator block with deterministic JSON-only output and schema-grounded exemplars."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}, {candidate_strategy}""}}, {""id"": ""03"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/03_postprocessor.txt"", ""metadata"": {""id"": ""03"", ""role"": ""postprocessor"", ""params"": ""max_tokens, micro_rules"", ""description"": ""Final JOILang output scrubber that enforces JSON shape and strips explanation drift."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}]}]","[""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15/row_006_cand_1.json""]",partial_error,worker,meta-llama/Llama-3.1-8B-Instruct,,0,False,,False,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,"[""invalid_json""]",[]
7,1,TV로 7번 채널을 틀어줘.,Switch the TV to channel 7.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Television).SetChannel(7)""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Television).Television_SetChannel(7)""}",7,version0_15_update20260413,gen-10d1e822-839a-a138-8806-3c64fda98499__llama31_8b,975035167,suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15,1,"[""""]","[{""candidate_index"": 0, ""strategy"": ""compact_json"", ""error"": ""We couldn't connect to 'https://huggingface.co' to load the files, and couldn't find them in the cached files.\nCheck your internet connection or see how to run the library in offline mode at 'https://huggingface.co/docs/transformers/installation#offline-mode'."", ""block_manifest"": [{""id"": ""01"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/01_preamble.txt"", ""metadata"": {""id"": ""01"", ""role"": ""preprocessor"", ""params"": ""temperature, micro_rules"", ""description"": ""Global deterministic JOILang generation rules and schema-faithful behavior."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}, {""id"": ""02"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/02_generator_prompt.txt"", ""metadata"": {""id"": ""02"", ""role"": ""generator"", ""params"": ""temperature, few_shot_count, max_tokens, micro_rules"", ""description"": ""Main JOILang generator block with deterministic JSON-only output and schema-grounded exemplars."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}, {candidate_strategy}""}}, {""id"": ""03"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/03_postprocessor.txt"", ""metadata"": {""id"": ""03"", ""role"": ""postprocessor"", ""params"": ""max_tokens, micro_rules"", ""description"": ""Final JOILang output scrubber that enforces JSON shape and strips explanation drift."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}]}]","[""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15/row_007_cand_1.json""]",partial_error,worker,meta-llama/Llama-3.1-8B-Instruct,,0,False,,False,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,"[""invalid_json""]",[]
8,1,현재 온도를 스피커로 알려줘.,Announce the temperature through the speaker.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ntemp = (#TemperatureSensor).Temperature\n\n(#Speaker).Speak(\""현재 온도는 \"" + temp + \""도입니다\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ntemp = (#TemperatureSensor).TemperatureSensor_Temperature\n\n(#Speaker).Speaker_Speak(\""현재 온도는 \"" + temp + \""도입니다\"")""}",8,version0_15_update20260413,gen-10d1e822-839a-a138-8806-3c64fda98499__llama31_8b,975035167,suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15,1,"[""""]","[{""candidate_index"": 0, ""strategy"": ""compact_json"", ""error"": ""We couldn't connect to 'https://huggingface.co' to load the files, and couldn't find them in the cached files.\nCheck your internet connection or see how to run the library in offline mode at 'https://huggingface.co/docs/transformers/installation#offline-mode'."", ""block_manifest"": [{""id"": ""01"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/01_preamble.txt"", ""metadata"": {""id"": ""01"", ""role"": ""preprocessor"", ""params"": ""temperature, micro_rules"", ""description"": ""Global deterministic JOILang generation rules and schema-faithful behavior."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}, {""id"": ""02"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/02_generator_prompt.txt"", ""metadata"": {""id"": ""02"", ""role"": ""generator"", ""params"": ""temperature, few_shot_count, max_tokens, micro_rules"", ""description"": ""Main JOILang generator block with deterministic JSON-only output and schema-grounded exemplars."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}, {candidate_strategy}""}}, {""id"": ""03"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/03_postprocessor.txt"", ""metadata"": {""id"": ""03"", ""role"": ""postprocessor"", ""params"": ""max_tokens, micro_rules"", ""description"": ""Final JOILang output scrubber that enforces JSON shape and strips explanation drift."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}]}]","[""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15/row_008_cand_1.json""]",partial_error,worker,meta-llama/Llama-3.1-8B-Instruct,,0,False,,False,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,"[""invalid_json""]",[]
9,1,외부 온도를 스피커로 출력해줘.,Tell me the outdoor temperature through the speaker.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ntemp = (#WeatherProvider).TemperatureWeather\n\n(#Speaker).Speak(\""외부 온도는 \"" + temp + \""도입니다\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ntemp = (#WeatherProvider).WeatherProvider_TemperatureWeather\n\n(#Speaker).Speaker_Speak(\""외부 온도는 \"" + temp + \""도입니다\"")""}",9,version0_15_update20260413,gen-10d1e822-839a-a138-8806-3c64fda98499__llama31_8b,975035167,suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15,1,"[""""]","[{""candidate_index"": 0, ""strategy"": ""compact_json"", ""error"": ""We couldn't connect to 'https://huggingface.co' to load the files, and couldn't find them in the cached files.\nCheck your internet connection or see how to run the library in offline mode at 'https://huggingface.co/docs/transformers/installation#offline-mode'."", ""block_manifest"": [{""id"": ""01"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/01_preamble.txt"", ""metadata"": {""id"": ""01"", ""role"": ""preprocessor"", ""params"": ""temperature, micro_rules"", ""description"": ""Global deterministic JOILang generation rules and schema-faithful behavior."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}, {""id"": ""02"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/02_generator_prompt.txt"", ""metadata"": {""id"": ""02"", ""role"": ""generator"", ""params"": ""temperature, few_shot_count, max_tokens, micro_rules"", ""description"": ""Main JOILang generator block with deterministic JSON-only output and schema-grounded exemplars."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}, {candidate_strategy}""}}, {""id"": ""03"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/03_postprocessor.txt"", ""metadata"": {""id"": ""03"", ""role"": ""postprocessor"", ""params"": ""max_tokens, micro_rules"", ""description"": ""Final JOILang output scrubber that enforces JSON shape and strips explanation drift."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}]}]","[""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15/row_009_cand_1.json""]",partial_error,worker,meta-llama/Llama-3.1-8B-Instruct,,0,False,,False,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,"[""invalid_json""]",[]
10,1,현재 습도를 스피커로 말해줘.,Tell me the current humidity through the speaker.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nhum = (#HumiditySensor).Humidity\n\n(#Speaker).Speak(\""현재 습도는 \"" + hum + \""%입니다\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nhum = (#HumiditySensor).HumiditySensor_Humidity\n\n(#Speaker).Speaker_Speak(\""현재 습도는 \"" + hum + \""%입니다\"")""}",10,version0_15_update20260413,gen-10d1e822-839a-a138-8806-3c64fda98499__llama31_8b,975035167,suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15,1,"[""""]","[{""candidate_index"": 0, ""strategy"": ""compact_json"", ""error"": ""We couldn't connect to 'https://huggingface.co' to load the files, and couldn't find them in the cached files.\nCheck your internet connection or see how to run the library in offline mode at 'https://huggingface.co/docs/transformers/installation#offline-mode'."", ""block_manifest"": [{""id"": ""01"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/01_preamble.txt"", ""metadata"": {""id"": ""01"", ""role"": ""preprocessor"", ""params"": ""temperature, micro_rules"", ""description"": ""Global deterministic JOILang generation rules and schema-faithful behavior."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}, {""id"": ""02"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/02_generator_prompt.txt"", ""metadata"": {""id"": ""02"", ""role"": ""generator"", ""params"": ""temperature, few_shot_count, max_tokens, micro_rules"", ""description"": ""Main JOILang generator block with deterministic JSON-only output and schema-grounded exemplars."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}, {candidate_strategy}""}}, {""id"": ""03"", ""path"": ""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/blocks/03_postprocessor.txt"", ""metadata"": {""id"": ""03"", ""role"": ""postprocessor"", ""params"": ""max_tokens, micro_rules"", ""description"": ""Final JOILang output scrubber that enforces JSON shape and strips explanation drift."", ""placeholders"": ""{command_eng}, {connected_devices}, {service_list_snippet}, {optional_cron}, {optional_period}""}}]}]","[""/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_llama31_8b_gen-10d1e822-839a-a138-8806-3c64fda98499_llama31_8b_15/row_010_cand_1.json""]",partial_error,worker,meta-llama/Llama-3.1-8B-Instruct,,0,False,,False,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,"[""invalid_json""]",[]
