model_key,model_label,row_no,row_category,command_eng,command_kor,det_score,det_pass,gt_exact,failure_reasons,prompt_chars,prompt_tokens,completion_tokens,total_tokens,llm_latency_sec,total_pipeline_sec,tokens_per_sec,peak_vram_gb,generation_error_type,generation_error_types,oom_flag,worker_python,resolved_model_path,warmup_excluded,selected_candidate_index,repair_applied,candidate_count,generation_call_count,repair_call_count,row_success
gpt41_mini,GPT-4.1-mini,31,2,Set the living room light to yellow.,거실 조명을 노란색으로 설정해줘.,55.9387,False,False,"[""arg_type"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage""]",68336,17987,50,18037,1.7456,1.7554,10332.8368,0.0,,[],False,,,False,0,False,1,1,0,False
gpt41_mini,GPT-4.1-mini,32,2,Capture an image of the meeting room with the camera.,카메라로 회의실 사진을 촬영해줘.,97.21,True,False,"[""gt_mismatch""]",64029,16888,38,16926,2.0777,2.0862,8146.5082,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,33,2,Set the brightness of the living room light to 80%.,거실 조명의 밝기를 80%로 설정해줘.,93.47,True,False,"[""arg_type"", ""gt_mismatch""]",67568,17784,46,17830,2.5129,2.5232,7095.3878,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,34,2,Set all dehumidifiers in the lab to AI drying mode.,연구실 제습기를 모두 AI건조모드로 설정해줘.,94.3094,True,False,"[""gt_mismatch"", ""semantic""]",62314,16494,53,16547,1.6369,1.6451,10108.7421,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,35,2,Set the hue of the living room light to 240 and the saturation to 80.,"거실 조명의 색조는 240, 채도는 80으로 맞춰줘.",78.6506,True,False,"[""arg_type"", ""gt_mismatch"", ""gt_receiver_coverage""]",67586,17790,51,17841,2.678,2.6879,6662.0612,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,36,2,Set all robot vacuum cleaners with even tags to auto mode.,짝수 태그 로봇 청소기를 모두 자동 모드로 설정해줘.,96.4812,True,False,"[""gt_mismatch""]",62312,16476,55,16531,2.2206,2.2283,7444.3844,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,37,2,Lock all door locks.,모든 도어락을 잠궈줘.,97.1316,True,False,"[""gt_mismatch""]",62154,16461,39,16500,1.2038,1.2114,13706.5958,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,38,2,Set the target temperature of the air conditioner in Sector1 to 18 degrees.,구역1의 에어컨의 목표 온도를 18도로 설정해줘.,97.6932,True,False,"[""gt_mismatch""]",62955,16610,49,16659,1.7201,1.7278,9684.902,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,39,2,Change the air purifier in the bedroom to sleep mode.,안방의 공기청정기를 수면모드로 바꿔줘.,98.4786,True,False,"[""gt_mismatch""]",62059,16430,54,16484,1.8941,1.901,8702.814,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,40,2,Close all valves in the kitchen.,주방의 모든 벨브를 닫아줘.,97.0044,True,False,"[""gt_mismatch""]",62015,16416,42,16458,3.8791,3.8864,4242.7367,0.0,,[],False,,,False,0,False,1,1,0,True
gpt41_mini,GPT-4.1-mini,41,2,Open all safes.,모든 금고를 열어줘.,88.1,True,False,"[""extraneous"", ""gt_mismatch"", ""semantic""]",62075,16441,37,16478,2.8906,2.8983,5700.5466,0.0,,[],False,,,False,0,False,1,1,0,True
